production_id,title,author,translator,publisher,publish_date,price,isbn,original_title,categories,url
10012016082682980385001,"與插畫家的合作指南: 多媒體時代必備技能! 從發案、修改到完稿, 頂尖插畫製作人的全方位工作手冊",白川桃子,黃姿頤,紙印良品出版社,2025-10-02,599,9786269934737,たのしく、イラストディレクション!,中文書 > 藝術設計 > 設計,https://www.eslite.com/product/10012016082682980385001
10012013192683067583006,屏城紀事: 城市觀察畫家筆繪屏東前世今生,鄭開翔,,馬可孛羅文化事業股份有限公司,2026-01-08,580,9786267747490,,中文書 > 美術 > 中／臺藝術家與作品,https://www.eslite.com/product/10012013192683067583006
10012030392683071152007,"風暴中心的追風者, 攝影與科學交會的真實現場: 從攝影到氣象, 走進颱風與龍捲風核心, 捕捉自然最驚心動魄的力量",蘇鏑坷,,機曜文化事業有限公司,2026-01-14,720,9786267782163,,中文書 > 藝術設計 > 攝影,https://www.eslite.com/product/10012030392683071152007
10012012032683074834009,當代中國藝術史 (精裝),周彥,,傾向出版社有限公司,2026-01-15,1800,9789869827652,,中文書 > 美術 > 中／臺美術總論,https://www.eslite.com/product/10012012032683074834009
10012013192683056352002,日本絕景攝影指南: 200個季節限定景點×完整實拍設定,デジタルカメラマガジン編輯部,嚴可婷,麥浩斯資訊股份有限公司,2026-01-01,599,9786267812228,日本の絶景写真ベスト200,中文書 > 藝術設計 > 攝影,https://www.eslite.com/product/10012013192683056352002
10012043902683078281007,安妮．華達: 愛至上．凝視生命．記憶時間．遊走真實與夢想的影像詩人,羅荷．阿德勒,馬向陽,奇光出版,2026-01-28,650,9786267685396,,中文書 > 藝術設計 > 電影,https://www.eslite.com/product/10012043902683078281007
10012013192683062103001,臺灣石獅全圖錄 (第2版),陳磅礴,,貓頭鷹出版社,2026-01-01,1710,9789862627488,,中文書 > 美術 > 中／臺美術總論,https://www.eslite.com/product/10012013192683062103001
10012107272683069847007,慢步在雲端: 短影音時代的長影像閱讀法,魏玓,,國立陽明交通大學出版社,2026-01-07,450,9786267612262,,中文書 > 藝術設計 > 電影,https://www.eslite.com/product/10012107272683069847007
10012240962683067831008,東方微笑 跨越千年: 麥積山石窟藝術特展,裴強強/ 如常法師,,佛光文化事業有限公司,2025-12-26,1000,9786269284405,,中文書 > 美術 > 中／臺美術總論,https://www.eslite.com/product/10012240962683067831008
10012107272683069500001,開史: 七十典藏．相遇起始,黃星達/ 主編; 高以璇/ 執行編輯,,國立歷史博物館,2025-12-01,1500,9786263952751,,中文書 > 美術 > 中／臺美術總論,https://www.eslite.com/product/10012107272683069500001
10012030392683077263004,鬼托邦: 高俊耀劇作選 II,高俊耀,,斑馬線文庫有限公司,2026-01-22,450,9786269996476,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012030392683077263004
10012010632683046667000,遺世．永恆．葉世強 (附DVD),顏娟英,,藝術家出版社,2025-12-12,600,9786263952355,,中文書 > 美術 > 中／臺藝術家與作品,https://www.eslite.com/product/10012010632683046667000
10012127332683073779004,化外之醫,木木爪心,,印刻文學生活雜誌出版股份有限公司,2026-01-20,420,9789863878995,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012127332683073779004
10012096462683021043003,大美近觀: 百年故宮．書畫百品的翰墨風華+2026年大美近觀．故宮書畫月曆,何炎泉/ 邱士華/ 林宛儒/ 蘇雅芬,,聯經出版事業股份有限公司,2025-11-06,1850,N/A,,中文書 > 美術 > 中／臺美術總論,https://www.eslite.com/product/10012096462683021043003
10012127332683072845007,我是你的菜,馮翊綱/ 總編纂; 相聲瓦舍藝術群/ 協力製作,,印刻文學生活雜誌出版股份有限公司,2026-01-16,460,9789863879039,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012127332683072845007
10012010632683067925004,適當的人 (特典珍藏版/附台灣版獨家授權zz6親專屬卡套/小卡2張),李昌燮,謝宜蓁,時報文化出版企業股份有限公司,2026-01-13,520,N/A,李昌燮首部散文集,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012010632683067925004
10012107272683054432003,懷德樂美: 倪蔣懷紀念展,廖春鈴/ 莊慈/ 何冠緯,,臺北市立美術館,2025-11-01,1200,9786264100908,,中文書 > 美術 > 中／臺藝術家與作品,https://www.eslite.com/product/10012107272683054432003
10012225642683069141006,如果我不曾見過太陽: 小說,一諾影視; 簡奇峰/ 林欣慧/ 原著編劇,,重版文化整合事業股份有限公司,2026-01-12,550,9786269965786,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012225642683069141006
10012043902683066095005,（沒有男性的）藝術的故事,凱蒂．赫塞爾,吳莉君,黑體文化,2026-01-07,1990,9786267705216,The Story of Art Without Men,中文書 > 美術 > 世界美術總論,https://www.eslite.com/product/10012043902683066095005
10012012142683067994000,夜海穿越: 舞蹈三疊 (附Through a Sea Darkly絕美書衣海報),李時雍,,有鹿文化事業有限公司,2026-01-02,420,9786267603475,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012012142683067994000
10012117772683066052008,現代藝術大師的超現實人生 (第2版),德斯蒙德．莫里斯,,原點出版社,2026-01-06,499,9786267669891,"畢卡索、達利、米羅......32位藝術巨星的非凡人生, 一位歷史見證者的藝術真心話",中文書 > 美術 > 世界美術總論,https://www.eslite.com/product/10012117772683066052008
10012012142683067992006,文明新世界: 歌仔冊中的現代性與通俗文化,洪淑苓,,新文豐出版股份有限公司,2025-12-26,996,9789571733913,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012012142683067992006
10012010632683071142008,"原來, 名畫應該這樣看: 隱藏在藝術背後的細節、巧思與驚奇",呂宸,,時報文化出版企業股份有限公司,2026-01-20,450,9786264440004,"停下别动, 放大看。: 看画惊喜笔记",中文書 > 美術 > 世界藝術家與作品,https://www.eslite.com/product/10012010632683071142008
10012022042683065868006,凝眸劇影．鏡照戲史,蔡欣欣,,國立政治大學,2025-12-23,600,9786267615188,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012022042683065868006
10012010162683066064001,燦爛彤雲: 丁托萊托與威尼斯畫派,韓秀,,三民書局股份有限公司,2026-01-07,450,9789571479590,,中文書 > 美術 > 世界藝術家與作品,https://www.eslite.com/product/10012010162683066064001
10012013192683044642009,Babe Fantasy．寶兒寫真書 (誠品獨家限量親簽書衣版/附寫真海報隨機1款),寶兒,,創意市集,2025-12-11,650,N/A,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012013192683044642009
10012117772683066056006,"別鬧了, 藝術家真的百百種啦! 二創、哄業主、蹭流量、表情包、直接偷, 7位藝術家個個身懷絕技, 條條大路通藝術",顧爺,,原點出版社,2026-01-06,480,9786267831021,,中文書 > 美術 > 世界藝術家與作品,https://www.eslite.com/product/10012117772683066056006
10012043902683069596004,藝術那麼多系列 III: 為何是壓克力?,麗塔．艾薩克,林庭如,二十張出版,2026-01-14,420,9786267784426,Do More Art: Acrylic,中文書 > 美術 > 書法雕塑繪畫技法,https://www.eslite.com/product/10012043902683069596004
10012043902683069597001,藝術那麼多系列套書: I 拜託了! 鉛筆+II 問問墨水吧!+III 為何是壓克力? (3冊合售),塞爾溫．黎米/ 伊芙．布萊克伍德/ 布莉琪．戴維斯/ 麗塔．艾薩克,林庭如,二十張出版,2026-01-14,1180,N/A,Do More Art,中文書 > 美術 > 書法雕塑繪畫技法,https://www.eslite.com/product/10012043902683069597001
10012011762683049127006,肌肉型男姿勢集: 基礎姿勢．日常動作構圖設計,マール社編輯部,曹茹蘋,台灣東販股份有限公司,2026-01-07,580,9786264373159,筋肉質な男性のポーズカタログ,中文書 > 美術 > 書法雕塑繪畫技法,https://www.eslite.com/product/10012011762683049127006
10012043902683060784004,"水彩用色創意實驗課: 15堂實作課, 掌握色彩理論要點與關鍵運筆技巧 (暢銷新版)",麗莎．索羅門,駱香潔,行路出版,2025-12-31,630,9786267771358,A Field Guide to Color: A Watercolor Workbook,中文書 > 美術 > 書法雕塑繪畫技法,https://www.eslite.com/product/10012043902683060784004
10012010632683071127005,學美之心: 你的美感 AI學不會,于國華,,時報文化出版企業股份有限公司,2026-01-20,480,9786264441292,,中文書 > 美術 > 民俗藝術與美育,https://www.eslite.com/product/10012010632683071127005
10012030392683069200000,劃破時空的光: 林貴榮眼中勒．柯比意的叛逆與傳奇,林貴榮,,內容變現股份有限公司,2026-01-23,750,9786269960118,,中文書 > 藝術設計 > 建築,https://www.eslite.com/product/10012030392683069200000
10012127372683067927008,從敕使街道到中山北路: 政治美學化與藝術轉向的城市地景記憶,殷寶寧,,典藏藝術家庭股份有限公司,2026-01-15,580,9786267430552,,中文書 > 藝術設計 > 建築,https://www.eslite.com/product/10012127372683067927008
10012116312682965034009,FIGHT FOR ALL: 李珠珢的主場日記 (誠品限定卡組版),李珠珢,,尖端出版,2025-11-04,799,N/A,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012116312682965034009
10012010642683072229005,公共工程品質計畫與監造計畫實案專輯 (第2版),張京曜,,詹氏書局,2026-01-09,550,9789577056979,,中文書 > 藝術設計 > 建築,https://www.eslite.com/product/10012010642683072229005
10012107272683052286004,含笑嫣然: 王束花歌仔戲演藝生涯,蔡欣欣,,新北市政府,2025-11-01,250,9786267687338,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012107272683052286004
10012013192683063359001,台灣古建築裝飾深度導覽圖錄 (第4版),康鍩錫,,貓頭鷹出版社,2026-01-08,630,9789862627990,,中文書 > 藝術設計 > 建築,https://www.eslite.com/product/10012013192683063359001
10012127332683022152001,新編楊逵全集．華文卷: 戲劇集,楊逵; 黃惠禎/ 全集主編; 楊翠/ 分集主編,,印刻文學生活雜誌出版股份有限公司,2025-10-28,550,9786263952645,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012127332683022152001
10012019612683069858003,工程契約理論與實務: 兼論政府採購法 (第6版),謝哲勝/ 李金松,,翰蘆圖書出版有限公司,2026-01-03,760,9786267582343,,中文書 > 藝術設計 > 建築,https://www.eslite.com/product/10012019612683069858003
10012123802683023038007,空手打天下,歐錦棠,,好年華,2025-10-24,690,9789887131830,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012123802683023038007
10012023262683064672000,"世界建築圖鑑: 從古文明到3D列印, 跨越時代的建築美學與技術革新",日本Newton Press,黃經良,人人出版股份有限公司,2026-01-01,420,9789864614998,,中文書 > 藝術設計 > 建築,https://www.eslite.com/product/10012023262683064672000
10012010272683041883009,阮劇團2023劇本農場劇作選 XI,王友輝,,遠景出版事業有限公司,2025-10-20,550,9789573912590,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012010272683041883009
10012010632683008192007,"Blackpink: 從練習生到全球最強女團, 看Jisoo、Jennie、Rosé、Lisa 如何征服世界, 創造K-pop傳奇!",亞德里安．貝斯利,朱崇旻,時報文化出版企業股份有限公司,2025-10-14,480,9786264197458,Blackpink: K-Pop's No.1 Girl Group,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012010632683008192007
10012011042683069605003,住宅政策規劃與各國住宅政策,鄭博文,,五南圖書出版股份有限公司,2025-12-25,560,9786264239806,,中文書 > 藝術設計 > 建築,https://www.eslite.com/product/10012011042683069605003
10012241182683053545001,知識的幾何與光影: 中央研究院建築選,中央研究院總務處,,中央研究院,2025-12-15,500,9786267616031,,中文書 > 藝術設計 > 建築,https://www.eslite.com/product/10012241182683053545001
10012107272683017880001,武旦家門: 楊蓮英,楊蓮英/ 口述; 徐亞湘/ 撰著,,臺北市政府文化局,2025-10-14,450,9786264100786,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012107272683017880001
10012013192683072072007,i室設圈│漂亮家居 12: 2026住宅設計特集,i室設圈漂亮家居編輯部,,麥浩斯資訊股份有限公司,2026-01-17,499,9786267812266,,中文書 > 藝術設計 > 室內設計,https://www.eslite.com/product/10012013192683072072007
10012116312683001502001,一棋一會: 斐棋1st寫真書,斐棋,,尖端出版,2025-10-07,799,9786264343466,,中文書 > 藝術設計 > 表演藝術,https://www.eslite.com/product/10012116312683001502001
10012013192683069956006,"塗料新寶典: 從一般塗料到藝術塗料, 空間專用漆種全蒐羅, 完整工序技法與工程實務解析",謝楷立,,麥浩斯資訊股份有限公司,2026-01-15,699,9786267691601,,中文書 > 藝術設計 > 室內設計,https://www.eslite.com/product/10012013192683069956006
10012011762683061133009,手風琴基礎教本: 初級,蔡偉靖 (Vincent Tsai),,巍聲國際藝術文化事業有限公司,2026-01-21,680,9789869439336,,中文書 > 藝術設計 > 音樂,https://www.eslite.com/product/10012011762683061133009
10012011762683066669008,華夏紋章,顏志晃,,元華文創股份有限公司,2026-01-07,530,9789577114723,Chinese Heraldic Emblems through Dynasties,中文書 > 藝術設計 > 設計,https://www.eslite.com/product/10012011762683066669008
10012011762683061134006,手風琴基礎教本: 中級,蔡偉靖 (Vincent Tsai),,巍聲國際藝術文化事業有限公司,2026-01-21,780,9789869439343,,中文書 > 藝術設計 > 音樂,https://www.eslite.com/product/10012011762683061134006
10012122452683065212007,"日本經典和色250選: 透過京都色彩職人視角, 深度體會和色之美, 啟發你的創作與配色靈感 (第2版)",石田結實 (上羽繪惣)/ 監修,劉亭言,漫遊者文化事業股份有限公司,2026-01-06,550,9786264091824,伝統色で楽しむ日本のくらし~京都老舗絵具店．上羽絵惣の色名帖~,中文書 > 藝術設計 > 設計,https://www.eslite.com/product/10012122452683065212007
10012013192683068644003,圖解音效入門: 影視、動畫、遊戲場景聲音特效製作法 (修訂版),小川哲弘,賴佩怡,易博士出版社,2026-01-10,550,9789864804702,サウンドエフェクトの作り方,中文書 > 藝術設計 > 音樂,https://www.eslite.com/product/10012013192683068644003
10012013192683068643006,"圖解轉調: 基礎到進階, 50種轉調手法應用集",梅垣ルナ (Luna Umegaki),林家暐,易博士出版社,2026-01-10,600,9789864804665,転調テクニック50イマジネーションが広がる実践的コード進行集,中文書 > 藝術設計 > 音樂,https://www.eslite.com/product/10012013192683068643006
10012107272683069499008,歌語山間: 臺灣相褒歌樂譜集,蔡佳芬/ 王秀容,,國立傳統藝術中心,2025-12-01,800,9786263952720,,中文書 > 藝術設計 > 音樂,https://www.eslite.com/product/10012107272683069499008
10012011042683069616009,熟能聲巧: 健康的歌唱發聲方式 (第2版),黃世欣,,五南圖書出版股份有限公司,2025-12-25,480,9786264420723,,中文書 > 藝術設計 > 音樂,https://www.eslite.com/product/10012011042683069616009
10012011812683041740005,音樂的臺灣與臺灣當代音樂: 戰後臺灣音樂創作的美學反思,連憲升,,正港資訊文化事業有限公司,2025-11-15,320,9789863072706,,中文書 > 藝術設計 > 音樂,https://www.eslite.com/product/10012011812683041740005
10012010132683066132007,音樂常識: 這樣讀有保庇,陳盈融/ 編整,,大鴻圖書有限公司,2025-12-19,767,9786260150907,,中文書 > 藝術設計 > 音樂,https://www.eslite.com/product/10012010132683066132007
10012010632683071141001,後保釣抒情: 郭松棻、李渝與臺灣現代派文學政治,鍾秩維,,時報文化出版企業股份有限公司,2026-01-20,580,9786264199223,"The Lyrical in the Post-Baodiao Time: Kuo Sung-fen, Lee Yu and the Literary Politics of Taiwan Moder",中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012010632683071141001
10012010132683066119008,古典吉他基礎教本: 全集篇,林勝儀,,大鴻圖書有限公司,2025-12-10,600,9789579179423,,中文書 > 藝術設計 > 音樂,https://www.eslite.com/product/10012010132683066119008
10012117772683073274004,半小時漫畫宋詞 (第3版),陳磊/ 半小時漫畫團隊,,日出出版,2026-01-19,500,9786267852101,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012117772683073274004
10012117772683073273007,半小時漫畫唐詩 (第3版),陳磊/ 半小時漫畫團隊,,日出出版,2026-01-19,500,9786267852095,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012117772683073273007
10012046692683070299000,眾神之島 3,光風,,蓋亞文化有限公司,2026-01-14,300,9786263842786,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012046692683070299000
10012117772683073275001,半小時漫畫唐詩宋詞套書: 半小時漫畫唐詩+半小時漫畫宋詞 (2冊合售),陳磊/ 半小時漫畫團隊,,日出出版,2026-01-19,1000,9786267852224,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012117772683073275001
10012046692683070300003,眾神之島 3 (誠品獨家版),光風,,蓋亞文化有限公司,2026-01-14,300,N/A,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012046692683070300003
10012012032683069556008,清初濟公小說作者研究,古勝正義,,博揚文化事業有限公司,2026-01-15,600,9786267360781,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012012032683069556008
10012122452683068634004,"故事雲．公案小說經典大閱讀: 以全知視角看人心, 古人的天道版奇案實錄",吳昆展,,漫遊者文化事業股份有限公司,2026-01-14,350,9786264091916,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012122452683068634004
10012168942683070608000,山之瘟,Lulyang Nomin魯亮．諾命,,晨星出版有限公司,2026-01-12,390,9786264202442,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012168942683070608000
10012030392683071154001,"柳宗元, 唐代最會講道理的官: 不為官職低頭, 被貶也要當清流!",陳為人,,山頂視角文化事業有限公司,2026-01-14,350,9786267709788,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012030392683071154001
10012168942683070614001,"和你一起的風景未完待續 (附首刷想和你一起的風景明信片/一式四款,一書兩款隨機贈送)",原子邦妮,,大田出版有限公司,2026-01-12,460,9789861799773,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012168942683070614001
10012010162683070546005,新譯古文觀止 上下 (第6版/2冊合售),謝冰瑩/ 應裕康/ 邱燮友/ 黃俊郎/ 左松超/ 傅武光/ 林明波/ 黃志民,,三民書局股份有限公司,2026-01-14,450,9789571480060,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012010162683070546005
10012013192683062099007,扔掉名字,宗璞,,商周出版,2026-01-10,420,9786263907010,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012013192683062099007
10012010162683070550002,醒世恆言 上下 (第2版/2冊合售),馮夢龍/ 廖吉郎/ 繆天華,,三民書局股份有限公司,2026-01-14,520,N/A,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012010162683070550002
10012013192683068638002,邊緣人手記: 寫給在喧囂中仍孤獨的我們 (新藏版),馬欣,,麥田出版社,2026-01-10,420,9786267813430,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012013192683068638002
10012023742683069926009,誰是黃欣?,吳品瑜,,玉山社出版事業股份有限公司,2026-01-09,480,9789862944479,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012023742683069926009
10012182162683068882009,六朝經學論議考,李非凡,,獵海人,2026-01-09,430,9786267588321,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012182162683068882009
10012013192683067628004,好天氣,蘇童,,麥田出版社,2026-01-08,850,9786263109858,好天氣,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012013192683067628004
10012011762683066670004,春秋書法與中國敘事傳統,張高評,,元華文創股份有限公司,2026-01-07,600,9789577114822,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012011762683066670004
10012202482683068837009,"為法忘軀, 玄奘西域取經的孤行之路: 譯義紛歧、信仰動搖、亂世將臨……從長安佛寺到沙漠烽燧, 他為眾生踏上回應時代之問的征途",趙華,,複刻文化事業有限公司,2026-01-07,320,9786264283229,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012202482683068837009
10012024482683061946005,山海經: 看見遠古的神話世界 (第2版),郭璞,,大都會文化事業有限公司,2026-01-01,400,9786267284650,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012024482683061946005
10012013192683062096006,紅樓夢中的飯局,周嶺,,商周出版,2026-01-01,600,9786263907874,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012013192683062096006
10012023742683065810005,流向昨日的海風,蔡宜汎,,玉山社出版事業股份有限公司,2026-01-05,390,9789862944462,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012023742683065810005
10012022902683065565004,花農之子,陳二源,,九歌出版社有限公司,2026-01-01,300,9789864508730,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012022902683065565004
10012017272683065461009,中國第一奇書: 智囊補,馮夢龍,賈峰/ 譯注,海鴿文化出版圖書有限公司,2025-12-30,480,9789863925897,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012017272683065461009
10012022902683065564007,花農之子 (限量親簽版),陳二源,,九歌出版社有限公司,2026-01-01,300,N/A,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012022902683065564007
10012010162683045516002,包公案 (第3版),明．無名氏/ 撰; 顧宏義/ 校注; 謝士楷/ 繆天華/ 校閱,,三民書局股份有限公司,2025-11-26,300,9789571479781,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012010162683045516002
10012010162683036071008,新譯六韜讀本 (第3版),鄔錫非/ 注譯,,三民書局股份有限公司,2025-11-19,360,9789571479644,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012010162683036071008
10012010162683040793002,"古典今論: 從魏晉清談到明清小說, 千年文學的對話與迴響 (修訂第2版)",唐翼明,,三民書局股份有限公司,2025-11-26,330,9789571479767,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012010162683040793002
10012117772683037013007,寫詩填詞: 你的第一堂中文古典美學課 (第3版),陳書良,,日出出版,2025-11-19,480,9786267714782,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012117772683037013007
10012017272683042475005,一本書讀懂國學句典 (第2版),智華,,海鴿文化出版圖書有限公司,2025-11-26,450,9789863925866,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012017272683042475005
10012030392683038902003,"一字是起點, 千言是迴響",海上雲,,樂律文化,2025-11-19,580,9786267699782,從甲骨到金字塔的文明對話,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012030392683038902003
10012010162683045769002,新譯人間詞話 (第4版),馬自毅/ 注譯; 高桂惠/ 校閱,,三民書局股份有限公司,2025-11-26,420,9789571479835,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012010162683045769002
10012010632683032486004,魯迅和周作人: 與君半世為兄弟,冰雲,,香港中和出版有限公司,2025-11-18,710,9789888869237,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012010632683032486004
10012202482683041405003,"鄭振鐸的中國文學常識: 以詩經、楚辭為起點, 貫通史家筆力與哲人思想的中國文學通論",鄭振鐸,,複刻文化事業有限公司,2025-11-26,480,9786264282956,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012202482683041405003
10012011102683043674001,蘇軾詞學研究,陳慷玲,,國家出版社,2025-11-15,1400,9789573616221,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012011102683043674001
10012182162683038107002,自由與存在之思: 閱讀馬森,徐錦成/ 主編,,秀威資訊科技股份有限公司,2025-11-20,350,9786267770375,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012182162683038107002
10012010162683034067003,新譯古文觀止 (第6版),謝冰瑩/ 應裕康/ 邱燮友/ 黃俊郎/ 左松超/ 傅武光/ 林明波/ 黃志民,,三民書局股份有限公司,2025-11-12,450,9789571479774,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012010162683034067003
10012043902683078516000,思考人生大哉問的早上醒來就要去買菜: 尾道散漫日記,劉揚銘,,堡壘文化,2026-01-28,480,9786267728697,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012043902683078516000
10012010162683034066006,新譯蘇軾詞選 (第3版),鄧子勉/ 注譯,,三民書局股份有限公司,2025-11-12,460,9789571479620,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012010162683034066006
10012171212683073413007,我和一枝筆在路上 4,張璇/ 等; 汪詠黛/ 主編,,文訊雜誌社,2026-01-21,360,9786269691111,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012171212683073413007
10012012032683033323001,敦煌吐魯番碎金錄,尤澳,,博揚文化事業有限公司,2025-11-10,500,9786267360712,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012012032683033323001
10012211532683072816007,可口的飢餓,海凡,,季風帶文化有限公司,2026-01-21,390,9786269286829,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012211532683072816007
10012012032683015207008,山海經圖說,畢沅,,華夏出版有限公司,2025-11-07,300,9786267519790,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012012032683015207008
10012202482683028342000,願以孤獨換自由 三毛: 一位靈魂漂泊者的自白,金文,,崧博出版事業有限公司,2025-11-05,375,9786263639751,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012202482683028342000
10012211532683072846004,我們稱之為愛的那些事,胡添進 (O Thiam Chin),簡上棋,季風帶文化有限公司,2026-01-21,390,9786269286812,"Love, Or Something Like Love",中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012211532683072846004
10012117772683020891001,"宋詞背後的祕密: 唱情歌、論時政, 宋代文青的面貌, 原來藏在宋詞裡! (第3版)",林玉玫,,如果出版,2025-11-05,420,9786267752456,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012117772683020891001
10012043902683072793001,貓生貓世,陳雪,,木馬文化事業有限公司,2026-01-21,400,9786263149113,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012043902683072793001
10012117772683020890004,馬桶原本是給馬用的嗎? 從古人詞語學文化常識 4 (第3版),姜湧/ 等,,如果出版,2025-11-05,450,9786267752463,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012117772683020890004
10012117792683076201007,受活 (普通本),閻連科,,三聯書店（香港）有限公司,2026-01-20,710,9789620457616,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012117792683076201007
10012117792683076203001,鰐魚 (精裝版),莫言,,三聯書店（香港）有限公司,2026-01-20,670,9789620458330,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012117792683076203001
10012242122683028362008,水滸傳 (3冊合售),施耐庵; 徐凡/ 注釋,,新潮社文化事業有限公司,2025-11-05,1140,9789863169260,水滸傳 上/ 中/ 下,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012242122683028362008
10012012032683075484005,"輕輕的, 我走了",張樸,,自由文化出版社,2026-01-15,350,9789868479982,,中文書 > 文學 > 中文現代文學,https://www.eslite.com/product/10012012032683075484005
10012057642683019434004,"閒情偶寄: 提煉簡約清新的風雅之美, 不落窠臼的獨門生活藝術",李漁,,好優文化,2025-11-03,420,9786267536643,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012057642683019434004
10012022902683024500008,"讀古人的閒適, 治今人的焦慮: 56首療癒心靈的山水田園詩",琹涵,,九歌出版社有限公司,2025-11-01,380,9789864508556,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012022902683024500008
10012107272683046265008,織編世界: 台灣當代旅遊敘事,林淑慧,,國立臺灣師範大學,2025-11-01,520,9786267495094,,中文書 > 文學 > 中國文學論集／經典作品,https://www.eslite.com/product/10012107272683046265008
