production_id,title,url,publisher,author,publish_date,category,record_date,translator,price,isbn,original_title,vice_category
14915861,翻轉思慕╳新生情懷02,https://www.sanmin.com.tw/product/index/014915861,青文,天乃忍,2025-12-31,中文書 > 書畫 > 西洋畫,,小天野,99,9786264364072,リバース×リバース,休閒生活
15137604,讓我永遠當他的替代品吧 (全),https://www.sanmin.com.tw/product/index/015137604,東立,成瀨一草,2025-12-31,中文書 > 書畫 > 西洋畫,,李芸,150,9786260238698,,休閒生活
15137605,紫陽花牢籠 (全),https://www.sanmin.com.tw/product/index/015137605,東立,芥,2025-12-31,中文書 > 書畫 > 西洋畫,,都雪,140,9786260249847,,休閒生活
15137606,潔白鐘聲 (上),https://www.sanmin.com.tw/product/index/015137606,東立,芥,2025-12-31,中文書 > 書畫 > 西洋畫,,都雪,150,9786260249854,,休閒生活
15137607,潔白鐘聲（下）,https://www.sanmin.com.tw/product/index/015137607,東立,芥,2025-12-31,中文書 > 書畫 > 西洋畫,,都雪,150,9786260249861,,休閒生活
15137608,魔男伊奇03,https://www.sanmin.com.tw/product/index/015137608,東立,"宇佐崎 しろ-漫畫;
西修-原作",2025-12-31,中文書 > 書畫 > 西洋畫,,叢琳,110,9786260251772,,休閒生活
15137609,四週戀人 01,https://www.sanmin.com.tw/product/index/015137609,東立,Maroron,2025-12-31,中文書 > 書畫 > 西洋畫,,黃欣儀,380,9786260256302,,休閒生活
15137610,四週戀人 02,https://www.sanmin.com.tw/product/index/015137610,東立,Maroron,2025-12-31,中文書 > 書畫 > 西洋畫,,黃欣儀,380,9786260256319,,休閒生活
15137611,四週戀人 01+ 02【首刷限定版】,https://www.sanmin.com.tw/product/index/015137611,東立,Maroron,2025-12-31,中文書 > 書畫 > 西洋畫,,黃欣儀,1160,9786260256326,4주 애인,休閒生活
15021407,我們隊上的投捕搭檔好像有點怪怪的。01,https://www.sanmin.com.tw/product/index/015021407,長鴻出版社,N管ジャバ子,2025-12-31,中文書 > 書畫 > 西洋畫,,陳幼雯,140,9786264307109,ウチのバッテリーは何かがおかしい。,休閒生活
15135564,告訴我，你的全部。(全),https://www.sanmin.com.tw/product/index/015135564,東立,並榎雫,2025-12-31,中文書 > 書畫 > 西洋畫,,虫。,140,9786260228842,,休閒生活
15135565,不識鄰座貓咪和戀愛情感03【首刷限定版】,https://www.sanmin.com.tw/product/index/015135565,東立,あきのこ,2025-12-31,中文書 > 書畫 > 西洋畫,,叢琳,240,9786260263119,となりの猫と恋知らず,休閒生活
15135567,黑執事35,https://www.sanmin.com.tw/product/index/015135567,東立,枢やな,2025-12-31,中文書 > 書畫 > 西洋畫,,尤靜慧,110,9786260267254,,休閒生活
15109128,從後面來的神威先生07,https://www.sanmin.com.tw/product/index/015109128,尖端出版,"EROKI-作;
斑鰶幼魚-繪",2025-12-31,中文書 > 書畫 > 西洋畫,,蔡柏頤,140,9786264347532,うしろの正面　カムイさん,休閒生活
15005949,間諜教室第3部：忘我01,https://www.sanmin.com.tw/product/index/015005949,青文,竹町-原作 せうかなめ-作者 トマリ-角色原案,2025-12-31,中文書 > 書畫 > 西洋畫,,啟善,140,9786264367103,スパイ教室3部 忘我 第1巻,休閒生活
15006034,間諜教室第2部：愛娘01,https://www.sanmin.com.tw/product/index/015006034,青文,竹町-原作 べにしゃけ-作者 トマリ-角色原案,2025-12-31,中文書 > 書畫 > 西洋畫,,啟善,140,9786264366779,スパイ教室2部 愛娘 第1巻,休閒生活
15127423,光柔之吻,https://www.sanmin.com.tw/product/index/015127423,原動力,吳宇實,2025-12-31,中文書 > 書畫 > 西洋畫,,,340,9786267634370,,休閒生活
14935668,特別精選哆啦A夢：隨時隨地外出篇（全）,https://www.sanmin.com.tw/product/index/014935668,青文,藤子.F.不二雄,2025-12-31,中文書 > 書畫 > 西洋畫,,KIMI,160,9786264366540,とっておきドラえもん　いつでもどこでもお出かけ編,休閒生活
14935669,特別精選哆啦A夢：永銘在心親友篇（全）,https://www.sanmin.com.tw/product/index/014935669,青文,藤子.F.不二雄,2025-12-31,中文書 > 書畫 > 西洋畫,,KIMI,160,9786264366557,とっておきドラえもん いつも心にともだち編,休閒生活
14935671,殲滅魔導的最強賢者 無才的賢者，窮極魔導登峰造極05,https://www.sanmin.com.tw/product/index/014935671,青文,"進行諸島-原作;
月澪;
彭傑-繪;
風花風花-角色原案",2025-12-31,中文書 > 書畫 > 西洋畫,,某ㄚ,140,9786264366571,殲滅魔導の最強賢者 無才の賢者、魔導を極め最強へ至る,休閒生活
14935707,女僕冥土小姐04,https://www.sanmin.com.tw/product/index/014935707,青文,しょたん,2025-12-31,中文書 > 書畫 > 西洋畫,,蘇奕軒,140,9786264366496,君は冥土様。4,休閒生活
14935710,翻轉思慕╳新生情懷03,https://www.sanmin.com.tw/product/index/014935710,青文,天乃忍,2025-12-31,中文書 > 書畫 > 西洋畫,,小天野,99,9786264366526,リバース×リバース,休閒生活
14935711,翻轉思慕╳新生情懷04(完),https://www.sanmin.com.tw/product/index/014935711,青文,天乃忍,2025-12-31,中文書 > 書畫 > 西洋畫,,小天野,99,9786264366533,リバース×リバース,休閒生活
15082461,我想窩在廚房裡【限量】（附官方授權貼紙、食譜卡）：第12屆日本烹飪食譜書大賞漫畫獎,https://www.sanmin.com.tw/product/index/015082461,三采文化,佐藤有香,2025-12-31,中文書 > 書畫 > 西洋畫,,李彥樺,400,4711528701022,キッチンに住みたい,休閒生活
15144461,光榮建設：寶地天馬檔案,https://www.sanmin.com.tw/product/index/015144461,海穹文化,"陳彥瑋-編劇;
陳怡璇-漫畫",2025-12-30,中文書 > 書畫 > 西洋畫,,,250,9786267531433,,休閒生活
15109109,歸鄉儀式（全）,https://www.sanmin.com.tw/product/index/015109109,長鴻出版社,"吃吃;
Rar",2025-12-30,中文書 > 書畫 > 西洋畫,,,260,9786264308564,歸鄉儀式,休閒生活
15082241,Debby・the・Corsifa討厭認輸06,https://www.sanmin.com.tw/product/index/015082241,長鴻出版社,平方昌宏,2025-12-30,中文書 > 書畫 > 西洋畫,,曾薏珊,110,9786264307789,デビィ・ザ・コルシファは負けず嫌い,休閒生活
15082248,蓮住莊的三角03(完),https://www.sanmin.com.tw/product/index/015082248,長鴻出版社,野切耀子,2025-12-30,中文書 > 書畫 > 西洋畫,,陳幼雯,130,9786264307857,蓮住荘のさんかく,休閒生活
15082249,異劍戰記瓦倫迪歐08,https://www.sanmin.com.tw/product/index/015082249,長鴻出版社,七尾七希,2025-12-30,中文書 > 書畫 > 西洋畫,,蘇黎衡,140,9786264307864,異剣戦記ヴェルンディオ,休閒生活
15082250,煩惱☆西遊記10,https://www.sanmin.com.tw/product/index/015082250,長鴻出版社,CRYSTAL洋介,2025-12-30,中文書 > 書畫 > 西洋畫,,鄭世彬,130,9786264307871,煩悩☆西遊記,休閒生活
15039906,如果我說我喜歡你，你會怎麼做？01,https://www.sanmin.com.tw/product/index/015039906,臺灣東販,くもそく,2025-12-29,中文書 > 書畫 > 西洋畫,,KUMAKO,140,9786264373043,,休閒生活
15039907,宗像教授世界篇05,https://www.sanmin.com.tw/product/index/015039907,臺灣東販,星野之宣,2025-12-29,中文書 > 書畫 > 西洋畫,,章澤儀,260,9786264373050,宗像教授世界篇 5,休閒生活
15039966,混濁眼瞳渴求何物海瑟爾克戰記01,https://www.sanmin.com.tw/product/index/015039966,臺灣東販,齊藤八吞-漫畫 トルトネン-原作,2025-12-29,中文書 > 書畫 > 西洋畫,,蔡柏頤,140,9786264372145,濁る瞳で何を願う ハイセルク戦記 1,休閒生活
15039967,彼岸島 48天後…45,https://www.sanmin.com.tw/product/index/015039967,臺灣東販,松本光司,2025-12-29,中文書 > 書畫 > 西洋畫,,林武三,130,9786264373074,彼岸島 48日後… 45,休閒生活
15039969,不良少年的狗很是沉重（全）,https://www.sanmin.com.tw/product/index/015039969,臺灣東販,いけがみ小5,2025-12-29,中文書 > 書畫 > 西洋畫,,黃盈琪,140,9786264373098,ヤンキーくんの犬は重たい,休閒生活
15039973,肌肉型男姿勢集：基礎姿勢‧日常動作構圖設計,https://www.sanmin.com.tw/product/index/015039973,臺灣東販,マール社編輯部,2025-12-29,中文書 > 書畫 > 西洋畫,,曹茹蘋,580,9786264373159,筋肉質な男性のポーズカタログ,休閒生活
15040026,混濁眼瞳渴求何物海瑟爾克戰記02,https://www.sanmin.com.tw/product/index/015040026,臺灣東販,齊藤八吞-漫畫 トルトネン-原作,2025-12-29,中文書 > 書畫 > 西洋畫,,蔡柏頤,140,9786264372466,濁る瞳で何を願う ハイセルク戦記 2,休閒生活
15040029,無力聖女與無能王女～魔力值零卻被召喚的聖女異世界救國記02,https://www.sanmin.com.tw/product/index/015040029,臺灣東販,玉崎たま,2025-12-29,中文書 > 書畫 > 西洋畫,,KYO,140,9786264372961,無力聖女と無能王女～魔力ゼロで召喚された聖女の異世界救国記～2,休閒生活
15039710,今年注目的王牌女孩01 【網路通路版】,https://www.sanmin.com.tw/product/index/015039710,台灣角川,うぇじたぶる,2025-12-29,中文書 > 書畫 > 西洋畫,,KCY,240,4714453010504,今年注目のエースちゃん 1,休閒生活
15039904,菈菈的婚禮07,https://www.sanmin.com.tw/product/index/015039904,臺灣東販,ためこう,2025-12-29,中文書 > 書畫 > 西洋畫,,紅蠍,140,9786264373029,ララの結婚　7,休閒生活
15039905,香原同學的戀物癖筆記本02,https://www.sanmin.com.tw/product/index/015039905,臺灣東販,鬼無サケル,2025-12-29,中文書 > 書畫 > 西洋畫,,蔡承胤,130,9786264373036,香原さんのふぇちのーと　2,休閒生活
15127743,BLACK CAT 黑貓 愛藏版 05,https://www.sanmin.com.tw/product/index/015127743,東立,"矢吹;
健太朗",2025-12-29,中文書 > 書畫 > 西洋畫,,叢琳,270,9786260239275,,休閒生活
15127744,祈願的阿斯特洛 06(完),https://www.sanmin.com.tw/product/index/015127744,東立,和久井 健,2025-12-29,中文書 > 書畫 > 西洋畫,,叢琳,115,9786260257156,,休閒生活
15127745,貓頭鷹莊有空房03（完）,https://www.sanmin.com.tw/product/index/015127745,東立,松月 滉,2025-12-29,中文書 > 書畫 > 西洋畫,,蔡夢芳,110,9786260259921,,休閒生活
15127746,我內心的糟糕念頭12,https://www.sanmin.com.tw/product/index/015127746,東立,桜井紀雄,2025-12-29,中文書 > 書畫 > 西洋畫,,江昱霖,110,9786260260026,,休閒生活
15127747,黃泉使者10,https://www.sanmin.com.tw/product/index/015127747,東立,荒川 弘,2025-12-29,中文書 > 書畫 > 西洋畫,,方奕勝,110,9786260262839,,休閒生活
15127767,出租女友 40,https://www.sanmin.com.tw/product/index/015127767,東立,宮島禮吏,2025-12-29,中文書 > 書畫 > 西洋畫,,蔡夢芳,110,9786260250409,,休閒生活
15127768,SAKAMOTO DAYS 坂本日常22,https://www.sanmin.com.tw/product/index/015127768,東立,鈴木祐斗,2025-12-29,中文書 > 書畫 > 西洋畫,,陳姿君,110,9786260253653,,休閒生活
15127769,朱音落語17,https://www.sanmin.com.tw/product/index/015127769,東立,"馬上 鷹将-著;
末永裕樹-原作",2025-12-29,中文書 > 書畫 > 西洋畫,,林志昌,110,9786260253837,,休閒生活
15127770,神樂鉢07,https://www.sanmin.com.tw/product/index/015127770,東立,外薗 健,2025-12-29,中文書 > 書畫 > 西洋畫,,方奕勝,115,9786260254247,,休閒生活
15127771,BLEACH死神 愛藏版13,https://www.sanmin.com.tw/product/index/015127771,東立,久保 帯人,2025-12-29,中文書 > 書畫 > 西洋畫,,羅筱君,290,9786260255312,,休閒生活
15127906,輝夜姬愛藏版 14(完) 【首刷限定版】,https://www.sanmin.com.tw/product/index/015127906,東立,清水 玲子,2025-12-29,中文書 > 書畫 > 西洋畫,,KOSUKEN,350,9786260254223,輝夜姫 (白泉社文庫),休閒生活
15125599,ARMS神臂 愛藏版10【首刷附錄版】,https://www.sanmin.com.tw/product/index/015125599,東立,"皆川 亮二 -著;
七月 鏡一-原案協力",2025-12-26,中文書 > 書畫 > 西洋畫,,方奕勝,250,9786260231743,ARMS(小学館文庫),休閒生活
15125600,俺是大哥大!! 愛藏版 04【首刷附錄版】,https://www.sanmin.com.tw/product/index/015125600,東立,西森 博之,2025-12-26,中文書 > 書畫 > 西洋畫,,許任駒,260,9786260240783,今日から俺は!!(小学館文庫),休閒生活
15125601,BLACK CAT 黑貓 愛藏版 05【首刷限定版】,https://www.sanmin.com.tw/product/index/015125601,東立,"矢吹;
健太朗",2025-12-26,中文書 > 書畫 > 西洋畫,,叢琳,300,9786260242572,BLACK CAT (集英社文庫(コミック版)),休閒生活
15125602,月光迷情 愛藏版 08(完) 【首刷限定版】,https://www.sanmin.com.tw/product/index/015125602,東立,清水玲子,2025-12-26,中文書 > 書畫 > 西洋畫,,羅筱君,290,9786260242800,月の子 MOON CHILD (白泉社文庫),休閒生活
15125603,排球少年!!REMIX版01【首刷附錄版】,https://www.sanmin.com.tw/product/index/015125603,東立,古舘春一,2025-12-26,中文書 > 書畫 > 西洋畫,,陳姿君,330,9786260260040,ハイキュー!! 集英社REMIX,休閒生活
15005995,鬼上司，獄寺先生想被曝光05,https://www.sanmin.com.tw/product/index/015005995,青文,あらた六花,2025-12-26,中文書 > 書畫 > 西洋畫,,魏嫚秀,140,9786264367271,鬼上司・獄寺さんは暴かれたい。,休閒生活
15005996,鬼上司，獄寺先生想被曝光05【特典版】,https://www.sanmin.com.tw/product/index/015005996,青文,あらた六花,2025-12-26,中文書 > 書畫 > 西洋畫,,魏嫚秀,200,9786264367288,鬼上司・獄寺さんは暴かれたい。,休閒生活
15125670,成人直播搭檔02,https://www.sanmin.com.tw/product/index/015125670,東立,本名和幸,2025-12-26,中文書 > 書畫 > 西洋畫,,默然,140,9786260257446,,休閒生活
15125671,SAKAMOTO DAYS 坂本日常22【首刷限定版】,https://www.sanmin.com.tw/product/index/015125671,東立,鈴木祐斗,2025-12-26,中文書 > 書畫 > 西洋畫,,陳姿君,490,9786260259099,SAKAMOTO DAYS,休閒生活
15125672,朱音落語 17【首刷限定版】,https://www.sanmin.com.tw/product/index/015125672,東立,"馬上 鷹将-著;
末永裕樹-原作",2025-12-26,中文書 > 書畫 > 西洋畫,,林志昌,160,9786260259105,あかね噺,休閒生活
15127266,仙音殺人事件,https://www.sanmin.com.tw/product/index/015127266,三角龍,高永,2025-12-26,中文書 > 書畫 > 西洋畫,,,250,9786269734627,,休閒生活
14935092,鬼上司，獄寺先生想被曝光05【豪華限定版】,https://www.sanmin.com.tw/product/index/014935092,青文,あらた六花,2025-12-26,中文書 > 書畫 > 西洋畫,,,1200,4718016048195,鬼上司・獄寺さんは暴かれたい。,休閒生活
15112198,糖果與鞭子01,https://www.sanmin.com.tw/product/index/015112198,東立,あいそえる,2025-12-24,中文書 > 書畫 > 西洋畫,,方奕勝,140,9786260237516,,休閒生活
15112199,壞心眼主人的挑逗令我融化（全）,https://www.sanmin.com.tw/product/index/015112199,東立,青梅ななせ,2025-12-24,中文書 > 書畫 > 西洋畫,,琦兒,140,9786260238650,,休閒生活
15112200,魔法少年賈修II 05【首刷限定版】,https://www.sanmin.com.tw/product/index/015112200,東立,雷句誠,2025-12-24,中文書 > 書畫 > 西洋畫,,方奕勝,190,9786260254506,金色のガッシュ!! 2,休閒生活
15112201,青春之箱21,https://www.sanmin.com.tw/product/index/015112201,東立,三浦糀,2025-12-24,中文書 > 書畫 > 西洋畫,,方奕勝,110,9786260257118,,休閒生活
15112202,藍色時期17,https://www.sanmin.com.tw/product/index/015112202,東立,山口飛翔,2025-12-24,中文書 > 書畫 > 西洋畫,,虫。,140,9786260257453,,休閒生活
15112203,我們不可能成為戀人！絕對不行。 (※似乎可行？) 08,https://www.sanmin.com.tw/product/index/015112203,東立,"musshu-漫畫;
三上弓怜-原作;
竹嶋えく-角色原案",2025-12-24,中文書 > 書畫 > 西洋畫,,尤靜慧,150,9786260257828,,休閒生活
15112204,SPY×FAMILY間諜家家酒學習系列：和安妮亞一起上第一堂英文課！（全）【首刷附錄版】,https://www.sanmin.com.tw/product/index/015112204,東立,遠藤 達哉-角色原作 ペキォ-插畫,2025-12-24,中文書 > 書畫 > 西洋畫,,陳姿君,290,9786260260293,SPY×FAMILYワークブック アーニャとはじめてのえいご,休閒生活
15112205,SPY×FAMILY間諜家家酒學習系列：和安妮亞一起上第一堂電腦課！（全） 【首刷附錄版】,https://www.sanmin.com.tw/product/index/015112205,東立,遠藤 達哉-角色原作 ペキォ-插畫,2025-12-24,中文書 > 書畫 > 西洋畫,,陳姿君,290,9786260260309,SPY×FAMILYワークブック アーニャとはじめてのプログラミング,休閒生活
15112206,SPY×FAMILY間諜家家酒學習系列：安妮亞也會畫！一起來上畫畫課！（全） 【首刷附錄版】,https://www.sanmin.com.tw/product/index/015112206,東立,遠藤 達哉-角色原作 ペキォ-插畫,2025-12-24,中文書 > 書畫 > 西洋畫,,陳姿君,290,9786260260316,SPY×FAMILYワークブック アーニャがかける! イラストレッスン,休閒生活
15038347,12月03,https://www.sanmin.com.tw/product/index/015038347,平心工作室,meriG,2025-12-24,中文書 > 書畫 > 西洋畫,,BOMTOON TAIWAN,350,9786269996179,,休閒生活
15038599,這場婚姻注定凋零03【特裝版】,https://www.sanmin.com.tw/product/index/015038599,知翎文化,Cheong-gwa,2025-12-24,中文書 > 書畫 > 西洋畫,,吳采蒨,790,4710462498722,,休閒生活
15038600,拂曉、雲朵、江水02【特裝版】,https://www.sanmin.com.tw/product/index/015038600,平心工作室,Ma jeung ji,2025-12-24,中文書 > 書畫 > 西洋畫,,BOMTOON TAIWAN,790,4710462498739,,休閒生活
15039890,ELDEN RING 官方美術設定集 Volume Ⅲ,https://www.sanmin.com.tw/product/index/015039890,台灣角川,電擊GAME書籍編輯部,2025-12-24,中文書 > 書畫 > 西洋畫,,陳柏伸,1100,9786264358255,ELDEN RING OFFICIAL ART BOOK Volume Ⅲ,休閒生活
15082242,戰國小町苦勞譚07,https://www.sanmin.com.tw/product/index/015082242,長鴻出版社,"夾竹桃・平沢下戸-原作;
沢田一-漫畫",2025-12-24,中文書 > 書畫 > 西洋畫,,潘琳芸,130,9786264307796,戦国小町苦労譚,休閒生活
15082244,梅莉特與埃及之神02(完),https://www.sanmin.com.tw/product/index/015082244,長鴻出版社,"酒井ゆかり-原作;
津山冬-故事構成",2025-12-24,中文書 > 書畫 > 西洋畫,,七絃,130,9786264307819,メリトあいきゅうごっど,休閒生活
15082245,牧羊人之家・飯店02,https://www.sanmin.com.tw/product/index/015082245,長鴻出版社,森数機-原作 はまぐり-作畫,2025-12-24,中文書 > 書畫 > 西洋畫,,哈姆柚,130,9786264307826,シェパードハウス・ホテル,休閒生活
15082246,民宿生活・吸血鬼03,https://www.sanmin.com.tw/product/index/015082246,長鴻出版社,田口囁一,2025-12-24,中文書 > 書畫 > 西洋畫,,蘇涵,130,9786264307833,ペンションライフ・ヴァンパイア,休閒生活
15082247,最後可以再拜託您一件事嗎？06,https://www.sanmin.com.tw/product/index/015082247,長鴻出版社,鳳ナナ-原作 ほおのきソラ-漫畫,2025-12-24,中文書 > 書畫 > 西洋畫,,夏瑜,140,9786264307840,最後にひとつだけお願いしてもよろしいでしょうか,休閒生活
15082303,農大菌物語12,https://www.sanmin.com.tw/product/index/015082303,尖端出版,石川雅之,2025-12-24,中文書 > 書畫 > 西洋畫,,蔡德襄,150,9786264346122,もやしもん,休閒生活
15082304,農大菌物語13（完）,https://www.sanmin.com.tw/product/index/015082304,尖端出版,石川雅之,2025-12-24,中文書 > 書畫 > 西洋畫,,蔡德襄,160,9786264346139,もやしもん,休閒生活
15109874,想看妳露出羞恥的模樣犒賞精選全彩版02,https://www.sanmin.com.tw/product/index/015109874,東立,甜米RAKURE,2025-12-23,中文書 > 書畫 > 西洋畫,,林志昌,210,9786260237301,,休閒生活
15109875,BLEACH死神 愛藏版13 【首刷限定版】,https://www.sanmin.com.tw/product/index/015109875,東立,久保 帯人,2025-12-23,中文書 > 書畫 > 西洋畫,,羅筱君,330,9786260255411,BLEACH—ブリーチ—,休閒生活
15109876,神樂鉢07【首刷限定版】,https://www.sanmin.com.tw/product/index/015109876,東立,外薗 健,2025-12-23,中文書 > 書畫 > 西洋畫,,方奕勝,515,9786260257101,カグラバチ,休閒生活
15109877,魔男伊奇03【首刷限定版】,https://www.sanmin.com.tw/product/index/015109877,東立,"宇佐崎 しろ-漫畫;
西修-原作",2025-12-23,中文書 > 書畫 > 西洋畫,,叢琳,250,9786260263003,魔男のイチ,休閒生活
15109878,黃泉使者10【首刷限定版】,https://www.sanmin.com.tw/product/index/015109878,東立,荒川 弘,2025-12-23,中文書 > 書畫 > 西洋畫,,方奕勝,150,9786260263041,黄泉のツガイ,休閒生活
15082305,青春特調蜂蜜檸檬蘇打23,https://www.sanmin.com.tw/product/index/015082305,尖端出版,村田真優,2025-12-23,中文書 > 書畫 > 西洋畫,,ARIERU,140,9786264346535,ハニーレモンソーダ,休閒生活
15082306,人氣同人作家貓屋敷想得到認同05,https://www.sanmin.com.tw/product/index/015082306,尖端出版,ミナモトカズキ,2025-12-23,中文書 > 書畫 > 西洋畫,,平川遊佐,200,9786264347594,壁サー同人作家の猫屋敷くんは承認欲求をこじらせている5,休閒生活
15039914,鶺鴒美眉與我,https://www.sanmin.com.tw/product/index/015039914,暮想出版股份有限公司,砂漠,2025-12-22,中文書 > 書畫 > 西洋畫,,魏嫚秀,320,9786267797105,,休閒生活
15041051,對方不斷強勢追求，讓我沉溺於穿女裝做愛。,https://www.sanmin.com.tw/product/index/015041051,暮想出版股份有限公司,飴宮こあめ(お前が惡い),2025-12-22,中文書 > 書畫 > 西洋畫,,魏嫚秀,280,9786267797075,押しに負けまくってたら女装セックスでメス堕ちさせられてました。,休閒生活
15039881,CLAMP展官方畫集 COLOR KURO,https://www.sanmin.com.tw/product/index/015039881,台灣角川,CLAMP,2025-12-22,中文書 > 書畫 > 西洋畫,,羅尉揚,750,9786264358163,CLAMP展 公式画集 COLOR KURO,休閒生活
15039882,CLAMP展官方畫集 COLOR SHIRO,https://www.sanmin.com.tw/product/index/015039882,台灣角川,CLAMP,2025-12-22,中文書 > 書畫 > 西洋畫,,羅尉揚,750,9786264358170,CLAMP展 公式画集 COLOR SHIRO,休閒生活
15039900,反派千金甜點師的有效主推攻略02,https://www.sanmin.com.tw/product/index/015039900,台灣角川,桐原いづみ,2025-12-22,中文書 > 書畫 > 西洋畫,,多鳴,280,9786264358354,,休閒生活
14877824,CLAMP展官方畫集 COLOR SHIRO【典藏特裝版】,https://www.sanmin.com.tw/product/index/014877824,台灣角川,CLAMP,2025-12-22,中文書 > 書畫 > 西洋畫,,,1900,4711289627227,,休閒生活
14877825,CLAMP展官方畫集 COLOR KURO【典藏特裝版】,https://www.sanmin.com.tw/product/index/014877825,台灣角川,CLAMP,2025-12-22,中文書 > 書畫 > 西洋畫,,,1900,4711289627234,,休閒生活
14876112,滅亡後的世界03,https://www.sanmin.com.tw/product/index/014876112,台灣角川,"singNsong-原作;
Undead Gamja(3B2S Studio)-漫畫;
S-Cynan-腳本",2025-12-22,中文書 > 書畫 > 西洋畫,,,380,9786264354790,멸망 이후의 세계3,休閒生活
15109117,偽戀愛藏版10,https://www.sanmin.com.tw/product/index/015109117,東立,古味 直志,2025-12-22,中文書 > 書畫 > 西洋畫,,陳姿君,250,9786260232573,,休閒生活
15109118,魔女大戰 32名異能魔女交戰廝殺02,https://www.sanmin.com.tw/product/index/015109118,東立,"河本ほむら-著;
塩塚誠-作畫",2025-12-22,中文書 > 書畫 > 西洋畫,,杜信彰,140,9786260239657,,休閒生活
15109119,小美老師如是說09,https://www.sanmin.com.tw/product/index/015109119,東立,"鹿成徳策-原作;
無敵蘇打-漫畫",2025-12-22,中文書 > 書畫 > 西洋畫,,蔡夢芳,140,9786260256968,,休閒生活
15109120,膽大黨20,https://www.sanmin.com.tw/product/index/015109120,東立,龍 幸伸,2025-12-22,中文書 > 書畫 > 西洋畫,,蔡夢芳,110,9786260257132,,休閒生活
15109121,在鄉下農田裡撿到的女騎士被誤會是我的老婆01,https://www.sanmin.com.tw/product/index/015109121,東立,"音羽 さおり-漫畫;
柴乃 櫂人-角色原案;
錬金王-原作",2025-12-22,中文書 > 書畫 > 西洋畫,,許任駒,140,9786260259488,,休閒生活
15109122,花花妙記者 愛藏版01【首刷限定版】,https://www.sanmin.com.tw/product/index/015109122,東立,国友 やすゆき,2025-12-22,中文書 > 書畫 > 西洋畫,,方奕勝,280,9786260259815,ジャンク・ボーイ,休閒生活
15109123,花花妙記者 愛藏版02【首刷限定版】,https://www.sanmin.com.tw/product/index/015109123,東立,国友 やすゆき,2025-12-22,中文書 > 書畫 > 西洋畫,,方奕勝,280,9786260259822,ジャンク・ボーイ,休閒生活
15109124,我內心的糟糕念頭12 【首刷限定版】,https://www.sanmin.com.tw/product/index/015109124,東立,桜井紀雄,2025-12-22,中文書 > 書畫 > 西洋畫,,江昱霖,470,9786260261955,僕の心のヤバイやつ,休閒生活
14933761,All You Need Is Kill01+02【特典版】,https://www.sanmin.com.tw/product/index/014933761,青文,"櫻阪洋-原作;
小畑健-漫畫",2025-12-22,中文書 > 書畫 > 西洋畫,,麥茶,400,4718016048201,,休閒生活
15090111,哈小浪上學記07：許願筆記本,https://www.sanmin.com.tw/product/index/015090111,小麥文化,哈小浪,2025-12-22,中文書 > 書畫 > 西洋畫,,,350,9789888907311,,休閒生活
15090126,哈小浪上學記08：我的完美老師,https://www.sanmin.com.tw/product/index/015090126,小麥文化,哈小浪,2025-12-22,中文書 > 書畫 > 西洋畫,,,350,9789888907328,,休閒生活
15064453,ParadiseKiss天國之吻典藏版01,https://www.sanmin.com.tw/product/index/015064453,尖端出版,矢澤愛,2025-12-21,中文書 > 書畫 > 西洋畫,,王玉芝,250,9786264345750,Paradise Kiss,休閒生活
15064454,ParadiseKiss天國之吻典藏版02,https://www.sanmin.com.tw/product/index/015064454,尖端出版,矢澤愛,2025-12-21,中文書 > 書畫 > 西洋畫,,鄭偉,250,9786264345767,Paradise Kiss,休閒生活
15064455,ParadiseKiss天國之吻典藏版03,https://www.sanmin.com.tw/product/index/015064455,尖端出版,矢澤愛,2025-12-21,中文書 > 書畫 > 西洋畫,,呂相儒,250,9786264345774,Paradise Kiss,休閒生活
15064456,ParadiseKiss天國之吻典藏版04,https://www.sanmin.com.tw/product/index/015064456,尖端出版,矢澤愛,2025-12-21,中文書 > 書畫 > 西洋畫,,呂相儒,250,9786264345804,Paradise Kiss,休閒生活
15064457,ParadiseKiss天國之吻典藏版05（完）,https://www.sanmin.com.tw/product/index/015064457,尖端出版,矢澤愛,2025-12-21,中文書 > 書畫 > 西洋畫,,呂相儒,250,9786264345811,Paradise Kiss,休閒生活
15064460,有本事換你來做啊！01,https://www.sanmin.com.tw/product/index/015064460,尖端出版,谷口菜津子,2025-12-21,中文書 > 書畫 > 西洋畫,,平川遊佐,220,9786264346504,じゃあ、あんたが作ってみろよ,休閒生活
15064475,ParadiseKiss天國之吻典藏版（全5冊盒裝套書）,https://www.sanmin.com.tw/product/index/015064475,尖端出版,矢澤愛,2025-12-21,中文書 > 書畫 > 西洋畫,,呂相儒;王玉芝;鄭偉,1500,4717702300111,Paradise Kiss,休閒生活
15064443,GIRLCRUSH追尋星光的少女們04,https://www.sanmin.com.tw/product/index/015064443,尖端出版,タヤマ碧,2025-12-20,中文書 > 書畫 > 西洋畫,,劉家妤,150,9786264343657,ガールクラッシュ,休閒生活
15064461,銅匠的新娘03,https://www.sanmin.com.tw/product/index/015064461,尖端出版,namo,2025-12-20,中文書 > 書畫 > 西洋畫,,郭子菱,150,9786264346528,クプルムの花嫁,休閒生活
