NEW_TAICCA_ID,1106亦式ID,TAICCA_ID,未納入書目FIND,bookscom_production_id,kobo_production_id,readmoo_production_id,isbn,bookscom_isbn,kobo_isbn,readmoo_isbn,eisbn,bookscom_eisbn,kobo_eisbn,readmoo_eisbn,title,備註,bookscom_title,kobo_title,readmoo_title,processed_title,bookscom_processed_title,kobo_processed_title,readmoo_processed_title,original_title,bookscom_original_title,kobo_original_title,readmoo_original_title,author,bookscom_author,kobo_author,readmoo_author,translator,bookscom_translator,kobo_translator,readmoo_translator,publisher,Clean_publisher,bookscom_publisher,kobo_publisher,readmoo_publisher,min_publish_date,max_publish_date,bookscom_publish_date,kobo_publish_date,readmoo_publish_date,price,bookscom_original_price,kobo_original_price,readmoo_original_price,bookscom_category,kobo_category,readmoo_category,kobo_type_ebook,readmoo_type_ebook,bookscom_url,kobo_url,readmoo_url,FALSE,cluster
E253-20388 / E253-12797,NEW3337 / NEW2806,E253-20389 / E253-10797,（空白） / FIND_3532,,ZZMZixXJNDqRyN7P28oDlw,210400286000101.0,9786263397774,,9786263397774.0,9786263397774.0,9786263397774,,9786263397774.0,9786263397774.0,贅婿的榮耀(38),,,贅婿的榮耀(38),贅婿的榮耀(38),贅婿的榮耀38,,贅婿的榮耀38,贅婿的榮耀38,,,,,棺材裡的笑聲,,棺材裡的笑聲,棺材裡的笑聲,,,,,河圖文化,,,,河圖文化,2025/7/2,2025/7/2,,2025/7/2,2025/7/2,180.0,,180.0,180.0,,愛情-成人-科幻小說與奇幻小說,羅曼史\言情小說-情慾小說（18限）,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/ZZMZixXJNDqRyN7P28oDlw,https://readmoo.com/book/210400286000101,False,18
E253-20390 / E253-12798,NEW3338 / NEW2807,E253-20391 / E253-10798,（空白） / FIND_3533,,2TIPH9MDGDayulsyH2eg1g,210400284000101.0,9786263397781,,9786263397781.0,9786263397781.0,9786263397781,,9786263397781.0,9786263397781.0,贅婿的榮耀(39),,,贅婿的榮耀(39),贅婿的榮耀(39),贅婿的榮耀39,,贅婿的榮耀39,贅婿的榮耀39,,,,,棺材裡的笑聲,,棺材裡的笑聲,棺材裡的笑聲,,,,,河圖文化,,,,河圖文化,2025/7/2,2025/7/2,,2025/7/2,2025/7/2,180.0,,180.0,180.0,,愛情-成人-科幻小說與奇幻小說,羅曼史\言情小說-情慾小說（18限）,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/2TIPH9MDGDayulsyH2eg1g,https://readmoo.com/book/210400284000101,False,18
E253-20232 / E253-12799,NEW3425 / NEW1400,E253-20233 / E253-10799,（空白） / FIND_3534,,xI_2wstPizWbVCBxy39EgA,210405289000101.0,9786263398047,,9786263398047.0,9786263398047.0,9786263398047,,9786263398047.0,9786263398047.0,贅婿的榮耀(40),,,贅婿的榮耀(40),贅婿的榮耀(40),贅婿的榮耀40,,贅婿的榮耀40,贅婿的榮耀40,,,,,棺材裡的笑聲,,棺材裡的笑聲,棺材裡的笑聲,,,,,河圖文化,,,,河圖文化,2025/8/9,2025/8/9,,2025/8/9,2025/8/9,180.0,,180.0,180.0,,愛情-成人-科幻小說與奇幻小說,羅曼史\言情小說-情慾小說（18限）,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/xI_2wstPizWbVCBxy39EgA,https://readmoo.com/book/210405289000101,False,18
E253-20234 / E253-12800,NEW3426 / NEW1401,E253-20235 / E253-10800,（空白） / FIND_3535,,lAvGk8wlsTW59zV9-HbptQ,210405287000101.0,9786263398054,,9786263398054.0,9786263398054.0,9786263398054,,9786263398054.0,9786263398054.0,贅婿的榮耀(41),,,贅婿的榮耀(41),贅婿的榮耀(41),贅婿的榮耀41,,贅婿的榮耀41,贅婿的榮耀41,,,,,棺材裡的笑聲,,棺材裡的笑聲,棺材裡的笑聲,,,,,河圖文化,,,,河圖文化,2025/8/9,2025/8/9,,2025/8/9,2025/8/9,180.0,,180.0,180.0,,愛情-成人-科幻小說與奇幻小說,羅曼史\言情小說-情慾小說（18限）,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/lAvGk8wlsTW59zV9-HbptQ,https://readmoo.com/book/210405287000101,False,18
E253-12792,NEW1029,E253-10792,FIND_3528,E050275987,,,,,,,9786263397774,9786263397774.0,,,贅婿的榮耀38(限),,贅婿的榮耀38(限),,,贅婿的榮耀38限,贅婿的榮耀38限,,,,,,,棺材裡的笑聲,棺材裡的笑聲,,,,,,,河圖文化,,河圖文化,,,2025/7/2,2025/7/2,2025/7/2,,,180.0,180.0,,,文學小說-華文創作-小說,,,,,https://www.books.com.tw/products/E050275987,,,False,18
E253-12793,NEW1030,E253-10793,FIND_3529,E050275988,,,,,,,9786263397781,9786263397781.0,,,贅婿的榮耀39(限),,贅婿的榮耀39(限),,,贅婿的榮耀39限,贅婿的榮耀39限,,,,,,,棺材裡的笑聲,棺材裡的笑聲,,,,,,,河圖文化,,河圖文化,,,2025/7/2,2025/7/2,2025/7/2,,,180.0,180.0,,,文學小說-華文創作-小說,,,,,https://www.books.com.tw/products/E050275988,,,False,18
E253-12795,NEW1031,E253-10795,FIND_3530,E050291693,,,,,,,9786263398047,9786263398047.0,,,贅婿的榮耀40(限),,贅婿的榮耀40(限),,,贅婿的榮耀40限,贅婿的榮耀40限,,,,,,,棺材裡的笑聲,棺材裡的笑聲,,,,,,,河圖文化,,河圖文化,,,2025/8/9,2025/8/9,2025/8/9,,,180.0,180.0,,,文學小說-華文創作-小說,,,,,https://www.books.com.tw/products/E050291693,,,False,18
E253-12796,NEW1032,E253-10796,FIND_3531,E050291694,,,,,,,9786263398054,9786263398054.0,,,贅婿的榮耀41(限),,贅婿的榮耀41(限),,,贅婿的榮耀41限,贅婿的榮耀41限,,,,,,,棺材裡的笑聲,棺材裡的笑聲,,,,,,,河圖文化,,河圖文化,,,2025/8/9,2025/8/9,2025/8/9,,,180.0,180.0,,,文學小說-華文創作-小說,,,,,https://www.books.com.tw/products/E050291694,,,False,18
E253-06761,E253-01438,E253-06758,,,aXNk7s_U2zqL_sjPN0q5qw,,9786260148447,,9786260148447.0,,9786260148447,,9786260148447.0,,懷疑人生,,,懷疑人生,,懷疑人生,,懷疑人生,,活得好累，路在何方,,活得好累，路在何方,,芥子空間,,芥子空間,,,,,,一般人,,,一般人,,2025/9/3,2025/9/3,,2025/9/3,,299.0,,299.0,,,"非小說, 健康與幸福, 自助, 心理健康, 死亡、悲痛、喪親之痛",,EPUB 2 (DRM-Free),,,https://www.kobo.com/tw/zh/ebook/aXNk7s_U2zqL_sjPN0q5qw,,False,-1
E253-06762,E253-06052,E253-06759,,,,210405224000101.0,,,,,,,,,懷疑人生：活得好累，路在何方,,,,懷疑人生        ：活得好累，路在何方,懷疑人生活得好累路在何方,,,懷疑人生活得好累路在何方,,,,,芥子空間,,,芥子空間,,,,,一般人,,,,一般人,2025/9/1,2025/9/1,,,2025/9/1,252.0,,,252.0,,,勵志成長-個人成長,,流動版面 EPUB,,,https://readmoo.com/book/210405224000101,False,-1
E253-06769,E253-00525,E253-06766,,,seed-56,,1230009249844,,1230009249844.0,,1230009249844,,1230009249844.0,,爆seed之爆左都係咁,X簡體,,爆seed之爆左都係咁,,爆seed之爆左都係咁,,爆seed之爆左都係咁,,,,,,雲澈,,雲澈,,,,,,龍文化出版,龍文化出版,,龍文化出版,,2025/7/30,2025/7/30,,2025/7/30,,161.0,,161.0,,,青少年 - YA-學校,,EPUB 3 (Adobe DRM),,,https://www.kobo.com/tw/zh/ebook/seed-56,,False,-1
E253-06770,E253-06665,E253-06767,,,,210402299000101.0,,,,,,,,,爆seed之爆左都係咁（香港中文）,,,,爆seed之爆左都係咁（香港中文）,爆seed之爆左都係咁香港中文,,,爆seed之爆左都係咁香港中文,,,,,雲澈,,,雲澈,,,,,雲文化出版,雲文化出版,,,雲文化出版,2025/7/27,2025/7/27,,,2025/7/27,149.0,,,149.0,,,青少年與兒童-青少年小說,,流動版面 EPUB,,,https://readmoo.com/book/210402299000101,False,-1
E253-06779 / E253-06778,E253-00718 / E253-06445,E253-06776 / E253-06775,,,N7keyS8X7TO1k9i7KNAy9Q,210402591000101.0,9786263906044,,9786263906044.0,9786263906044.0,9786263906044,,9786263906044.0,9786263906044.0,藝術的祕密：名作中隱藏的訊息、意義與象徵符號,,,藝術的祕密：名作中隱藏的訊息、意義與象徵符號,藝術的祕密        ：名作中隱藏的訊息、意義與象徵符號,藝術的祕密名作中隱藏的訊息意義與象徵符號,,藝術的祕密名作中隱藏的訊息意義與象徵符號,藝術的祕密名作中隱藏的訊息意義與象徵符號,The Secrets of Art：Uncovering the mysteries and messages of great works of art,,The Secrets of Art：Uncovering the mysteries and messages of great works of art,,"黛布拉．曼考夫, DEBRA N. MANCOFF",,"黛布拉．曼考夫, DEBRA N. MANCOFF",黛布拉．曼考夫,,,,,城邦出版集團,城邦文化事業股份有限公司,,城邦出版集團,商周出版,2025/8/5,2025/8/5,,2025/8/5,2025/8/5,560.0,,560.0,560.0,,"非小說, 藝術與建築, 一般藝術",藝術設計-藝術總論,EPUB 3 (Adobe DRM),固定版面 EPUB,,https://www.kobo.com/tw/zh/ebook/N7keyS8X7TO1k9i7KNAy9Q,https://readmoo.com/book/210402591000101,False,19
E253-06780,E253-03534,E253-06777,,E050282794,,,,,,,,,,,藝術的祕密：名作中隱藏的訊息、意義與象徵符號(電子書),,藝術的祕密：名作中隱藏的訊息、意義與象徵符號 (電子書),,,藝術的祕密名作中隱藏的訊息意義與象徵符號電子書,藝術的祕密名作中隱藏的訊息意義與象徵符號電子書,,,,,,,黛布拉．曼考夫,黛布拉．曼考夫,,,,,,,商周出版,商周出版,商周出版,,,2025/8/5,2025/8/5,2025/8/5,,,750.0,750.0,,,中文書 >  藝術設計 > 藝術總論 > 藝術欣賞,,,,,https://www.books.com.tw/products/E050282794,,,False,19
E253-06805 / E253-06804,E253-03679 / E253-00837,E253-06802 / E253-06801,,E050285050,vJ59VQ8RzjGsFJ7urGDHWg,210405430000101.0,9786267683422 / 9786267683408,9786267683422.0,9786267683408.0,9786267683408.0,9786267683408,9786267683408.0,9786267683408.0,9786267683408.0,關西親子遊：大阪、京都、神戶、奈良，大手牽小手，零經驗也能輕鬆上手自助行【暢銷修訂版】(電子書),,關西親子遊：大阪、京都、神戶、奈良，大手牽小手，零經驗也能輕鬆上手自助行【暢銷修訂版】 (電子書),關西親子遊：大阪、京都、神戶、奈良，大手牽小手，零經驗也能輕鬆上手自助行【暢銷修訂版】,關西親子遊【暢銷修訂版】        ：大阪、京都、神戶、奈良，大手牽小手，零經驗也能輕鬆上手自助行,關西親子遊大阪京都神戶奈良大手牽小手零經驗也能輕鬆上手自助行暢銷修訂版電子書,關西親子遊大阪京都神戶奈良大手牽小手零經驗也能輕鬆上手自助行暢銷修訂版電子書,關西親子遊大阪京都神戶奈良大手牽小手零經驗也能輕鬆上手自助行暢銷修訂版,關西親子遊暢銷修訂版大阪京都神戶奈良大手牽小手零經驗也能輕鬆上手自助行,,,,,王晶盈,王晶盈,王晶盈,王晶盈,,,,,PCuSER電腦人文化,電腦人文化事業股份有限公司,PCuSER電腦人文化,城邦出版集團,創意市集,2025/8/12,2025/8/12,2025/8/12,2025/8/12,2025/8/12,360.0,288.0,360.0,360.0,中文書 >  旅遊 > 日本 > 關西‧京阪神奈,非小說-旅行-亞洲,旅遊觀光-亞洲旅遊,EPUB 3 (Adobe DRM),固定版面 EPUB,https://www.books.com.tw/products/E050285050,https://www.kobo.com/tw/zh/ebook/vJ59VQ8RzjGsFJ7urGDHWg,https://readmoo.com/book/210405430000101,False,20
E253-06806,E253-06342,E253-06803,,,,210405430000101.0,9786267683408,,,9786267683408.0,9786267683408,,,9786267683408.0,關西親子遊【暢銷修訂版】：大阪、京都、神戶、奈良，大手牽小手，零經驗也能輕鬆上手自助行,,,,關西親子遊【暢銷修訂版】        ：大阪、京都、神戶、奈良，大手牽小手，零經驗也能輕鬆上手自助行,關西親子遊暢銷修訂版大阪京都神戶奈良大手牽小手零經驗也能輕鬆上手自助行,,,關西親子遊暢銷修訂版大阪京都神戶奈良大手牽小手零經驗也能輕鬆上手自助行,,,,,王晶盈,,,王晶盈,,,,,創意市集,創意市集出版,,,創意市集,2025/8/12,2025/8/12,,,2025/8/12,360.0,,,360.0,,,"分類導覽, 旅遊觀光, 亞洲旅遊, 關西親子遊【暢銷修訂版】",,固定版面 EPUB,,,https://readmoo.com/book/210405430000101,False,20
E253-20187 / E253-12853,NEW3735 / NEW1050,E253-20188 / E253-10853,（空白） / FIND_3584,E050287280,,210407249000101.0,9786267762066,9786267762066.0,,9786267762066.0,9786267762073,9786267762073.0,,9786267762073.0,關於失智，醫生希望你現在知道的事,,關於失智，醫生希望你現在知道的事,,關於失智，醫生希望你現在知道的事,關於失智醫生希望你現在知道的事,關於失智醫生希望你現在知道的事,,關於失智醫生希望你現在知道的事,診斷依據？能治療嗎？怎麼照護？簽法律文件有效力嗎……英國權威家庭醫生的第一手研究報告。,,,診斷依據？能治療嗎？怎麼照護？簽法律文件有效力嗎……英國權威家庭醫生的第一手研究報告。,麥特．皮卡佛,麥特．皮卡佛,,麥特．皮卡佛,謝慈,謝慈,,謝慈,大是文化,,大是文化,,大是文化,2025/8/27,2025/8/27,2025/8/27,,2025/8/27,420.0,420.0,,286.0,醫療保健-醫學/醫療史-醫療常識,,勵志成長-熟齡生活,,流動版面 EPUB,https://www.books.com.tw/products/E050287280,,https://readmoo.com/book/210407249000101,False,-1
E253-12854,NEW1319,E253-10854,FIND_3585,,_lvkKmUOyTW-ubiQ6mWrpQ,,9786267762073,,9786267762073.0,,9786267762073,,9786267762073.0,,關於失智，醫生希望你現在知道的事：診斷依據？能治療嗎？怎麼照護？簽法律文件有效力嗎……英國權威家庭醫生的第一手研究報告。,,,關於失智，醫生希望你現在知道的事：診斷依據？能治療嗎？怎麼照護？簽法律文件有效力嗎……英國權威家庭醫生的第一手研究報告。,,關於失智醫生希望你現在知道的事診斷依據能治療嗎怎麼照護簽法律文件有效力嗎英國權威家庭醫生的第一手研究報告,,關於失智醫生希望你現在知道的事診斷依據能治療嗎怎麼照護簽法律文件有效力嗎英國權威家庭醫生的第一手研究報告,,Dementia: Everything your doctor doesn't have time to tell you,,Dementia: Everything your doctor doesn't have time to tell you,,"麥特．皮卡佛, Matt Piccaver",,"麥特．皮卡佛, Matt Piccaver",,,,,,大是文化,,,大是文化,,2025/8/27,2025/8/27,,2025/8/27,,243.0,,243.0,,,非小說-健康與幸福-醫學,,EPUB 3 (Adobe DRM),,,https://www.kobo.com/tw/zh/ebook/_lvkKmUOyTW-ubiQ6mWrpQ,,False,-1
E253-06814,E253-00407,E253-06811,,,3jUcnmxYWT-Mf0NHmYpVgw,,1230009225930,,1230009225930.0,,1230009225930,,1230009225930.0,,難道要翻身只能賭命？,,,難道要翻身只能賭命？,,難道要翻身只能賭命,,難道要翻身只能賭命,,試錯成本高？用小錢也能成功的致富秘訣,,試錯成本高？用小錢也能成功的致富秘訣,,石衡,,石衡,,,,,,龍文化出版,龍文化出版,,龍文化出版,,2025/7/23,2025/7/23,,2025/7/23,,201.0,,201.0,,,企業與金融-個人財務-退休規劃,,EPUB 3 (Adobe DRM),,,https://www.kobo.com/tw/zh/ebook/3jUcnmxYWT-Mf0NHmYpVgw,,False,-1
E253-06815,E253-06725,E253-06812,,,,210400870000101.0,,,,,,,,,難道要翻身只能賭命？：試錯成本高？用小錢也能成功的致富秘訣,,,,難道要翻身只能賭命？        ：試錯成本高？用小錢也能成功的致富秘訣,難道要翻身只能賭命試錯成本高用小錢也能成功的致富秘訣,,,難道要翻身只能賭命試錯成本高用小錢也能成功的致富秘訣,,,,,石衡,,,石衡,,,,,龍文化出版,龍文化出版,,,龍文化出版,2025/7/23,2025/7/23,,,2025/7/23,199.0,,,199.0,,,商業理財-成功法,,流動版面 EPUB,,,https://readmoo.com/book/210400870000101,False,-1
E253-06847 / E253-06846,E253-00666 / E253-06566,E253-06844 / E253-06843,,,AmhXuQQTHzecbDh7bHmqGw,210401073000101.0,9789861758572,,9789861758572.0,9789861758572.0,9789861758572,,9789861758572.0,9789861758572.0,覺醒之道：寫給現代人的漸悟指南,,,覺醒之道：寫給現代人的漸悟指南,覺醒之道        ：寫給現代人的漸悟指南,覺醒之道寫給現代人的漸悟指南,,覺醒之道寫給現代人的漸悟指南,覺醒之道寫給現代人的漸悟指南,A LAMP OF WISDOM：A Modern Guide to the Gradual Path of Enlightenment,,A LAMP OF WISDOM：A Modern Guide to the Gradual Path of Enlightenment,A LAMP OF WISDOM                        : A Modern Guide to the Gradual Path of Enlightenment,達斯汀．迪佩納（Dustin DiPerna）,,達斯汀．迪佩納（Dustin DiPerna）,達斯汀．迪佩納,陶張歡,,,陶張歡,圓神出版事業機構,圓神出版社股份有限公司,,圓神出版事業機構,方智出版,2025/8/1,2025/8/1,,2025/8/1,2025/8/1,224.0,,224.0,224.0,,非小說-宗教與靈性-東方宗教,勵志成長-潛能開發,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/AmhXuQQTHzecbDh7bHmqGw,https://readmoo.com/book/210401073000101,False,21
E253-06848,E253-03456,E253-06845,,E050275703,,,9789861758589,9789861758589.0,,,,,,,覺醒之道：寫給現代人的漸悟指南(電子書),,覺醒之道：寫給現代人的漸悟指南 (電子書),,,覺醒之道寫給現代人的漸悟指南電子書,覺醒之道寫給現代人的漸悟指南電子書,,,,,,,達斯汀．迪佩納,達斯汀．迪佩納,,,陶張歡,陶張歡,,,方智,方智出版社股份有限公司,方智,,,2025/8/1,2025/8/1,2025/8/1,,,197.0,197.0,,,中文書 >  宗教命理 > 新時代 > 靈性療癒/成長,,,,,https://www.books.com.tw/products/E050275703,,,False,21
E253-06850 / E253-06849,E253-00139 / E253-06917,E253-06847 / E253-06846,,,EH3uuFMm_D6l_mMtJ_ihlg,210399913000101.0,9786263645868,,9786263645868.0,9786263645868.0,9786263645868,,9786263645868.0,9786263645868.0,覺醒心藥,,,覺醒心藥,覺醒心藥,覺醒心藥,,覺醒心藥,覺醒心藥,,,,,孫佳銘,,孫佳銘,孫佳銘,,,,,白象文化,白象文化事業有限公司,,白象文化,白象文化,2025/7/5,2025/7/5,,2025/7/5,2025/7/5,280.0,,280.0,280.0,,"非小說, 健康與幸福, 自助, 自我改善, 勵志",宗教-新時代New age,EPUB 3 (Adobe DRM),固定版面 EPUB,,https://www.kobo.com/tw/zh/ebook/EH3uuFMm_D6l_mMtJ_ihlg,https://readmoo.com/book/210399913000101,False,22
E253-06851,E253-02491,E253-06848,,E050274875,,,9786263645899,9786263645899.0,,,,,,,覺醒心藥(電子書),,覺醒心藥 (電子書),,,覺醒心藥電子書,覺醒心藥電子書,,,,,,,孫佳銘,孫佳銘,,,,,,,白象文化,白象文化事業有限公司,白象文化,,,2025/7/5,2025/7/5,2025/7/5,,,280.0,280.0,,,中文書 >  宗教命理 > 新時代 > 靈性療癒/成長,,,,,https://www.books.com.tw/products/E050274875,,,False,22
E253-20229 / E253-12886,NEW3881 / NEW2182,E253-20230 / E253-10886,（空白） / FIND_3614,,auFbcvEf5DaWT6RshgTCCg,210405294000101.0,9786263397965,,9786263397965.0,9786263397965.0,9786263397965,,9786263397965.0,9786263397965.0,警門贅婿(1),,,警門贅婿(1),警門贅婿(1),警門贅婿1,,警門贅婿1,警門贅婿1,,,,,寫書還債,,寫書還債,寫書還債,,,,,河圖文化,,,,河圖文化,2025/7/30,2025/7/30,,2025/7/30,2025/7/30,180.0,,180.0,180.0,,愛情-成人-科幻小說與奇幻小說,羅曼史\言情小說-情慾小說（18限）,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/auFbcvEf5DaWT6RshgTCCg,https://readmoo.com/book/210405294000101,False,23
E253-20233 / E253-12887,NEW3882 / NEW2183,E253-20234 / E253-10887,（空白） / FIND_3615,,wVkzO0FHQjGTAVKMSP7-RQ,210405288000101.0,9786263397972,,9786263397972.0,9786263397972.0,9786263397972,,9786263397972.0,9786263397972.0,警門贅婿(2),,,警門贅婿(2),警門贅婿(2),警門贅婿2,,警門贅婿2,警門贅婿2,,,,,寫書還債,,寫書還債,寫書還債,,,,,河圖文化,,,,河圖文化,2025/7/30,2025/7/30,,2025/7/30,2025/7/30,180.0,,180.0,180.0,,愛情-成人-科幻小說與奇幻小說,羅曼史\言情小說-情慾小說（18限）,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/wVkzO0FHQjGTAVKMSP7-RQ,https://readmoo.com/book/210405288000101,False,23
E253-20042 / E253-12888,NEW3375 / NEW3007,E253-20043 / E253-10888,（空白） / FIND_3616,,7eQctz-KVTepODtCQ4KDaA,210411791000101.0,9786263398122,,9786263398122.0,9786263398122.0,9786263398122,,9786263398122.0,9786263398122.0,警門贅婿(3),,,警門贅婿(3),警門贅婿(3),警門贅婿3,,警門贅婿3,警門贅婿3,,,,,寫書還債,,寫書還債,寫書還債,,,,,河圖文化,,,,河圖文化,2025/8/31,2025/8/31,,2025/8/31,2025/8/31,180.0,,180.0,180.0,,愛情-成人-科幻小說與奇幻小說,羅曼史\言情小說-情慾小說（18限）,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/7eQctz-KVTepODtCQ4KDaA,https://readmoo.com/book/210411791000101,False,23
E253-20033 / E253-12889,NEW3376 / NEW3008,E253-20034 / E253-10889,（空白） / FIND_3617,,CIrrkHcSAjaifQ3-ttDh2w,210411801000101.0,9786263398139,,9786263398139.0,9786263398139.0,9786263398139,,9786263398139.0,9786263398139.0,警門贅婿(4),,,警門贅婿(4),警門贅婿(4),警門贅婿4,,警門贅婿4,警門贅婿4,,,,,寫書還債,,寫書還債,寫書還債,,,,,河圖文化,,,,河圖文化,2025/8/31,2025/8/31,,2025/8/31,2025/8/31,180.0,,180.0,180.0,,愛情-成人-科幻小說與奇幻小說,羅曼史\言情小說-情慾小說（18限）,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/CIrrkHcSAjaifQ3-ttDh2w,https://readmoo.com/book/210411801000101,False,23
E253-20037 / E253-12890,NEW3642 / NEW2278,E253-20038 / E253-10890,（空白） / FIND_3618,,rwuZhCU2zjiXMYRhyBar0A,210411797000101.0,9786263398344,,9786263398344.0,9786263398344.0,9786263398344,,9786263398344.0,9786263398344.0,警門贅婿(5),,,警門贅婿(5),警門贅婿(5),警門贅婿5,,警門贅婿5,警門贅婿5,,,,,寫書還債,,寫書還債,寫書還債,,,,,河圖文化,,,,河圖文化,2025/9/20,2025/9/20,,2025/9/20,2025/9/20,180.0,,180.0,180.0,,愛情-成人-科幻小說與奇幻小說,羅曼史\言情小說-情慾小說（18限）,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/rwuZhCU2zjiXMYRhyBar0A,https://readmoo.com/book/210411797000101,False,23
E253-20036 / E253-12891,NEW3643 / NEW2279,E253-20037 / E253-10891,（空白） / FIND_3619,,LaGSp7OMFzeIsqz2c492Hw,210411798000101.0,9786263398351,,9786263398351.0,9786263398351.0,9786263398351,,9786263398351.0,9786263398351.0,警門贅婿(6),,,警門贅婿(6),警門贅婿(6),警門贅婿6,,警門贅婿6,警門贅婿6,,,,,寫書還債,,寫書還債,寫書還債,,,,,河圖文化,,,,河圖文化,2025/9/20,2025/9/20,,2025/9/20,2025/9/20,180.0,,180.0,180.0,,愛情-成人-科幻小說與奇幻小說,羅曼史\言情小說-情慾小說（18限）,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/LaGSp7OMFzeIsqz2c492Hw,https://readmoo.com/book/210411798000101,False,23
E253-12884,NEW1054,E253-10884,FIND_3612,E050291656,,,,,,,9786263397965,9786263397965.0,,,警門贅婿1(限),,警門贅婿1(限),,,警門贅婿1限,警門贅婿1限,,,,,,,寫書還債,寫書還債,,,,,,,河圖文化,,河圖文化,,,2025/7/30,2025/7/30,2025/7/30,,,180.0,180.0,,,文學小說-華文創作-小說,,,,,https://www.books.com.tw/products/E050291656,,,False,23
E253-12885,NEW1055,E253-10885,FIND_3613,E050291657,,,,,,,9786263397972,9786263397972.0,,,警門贅婿2(限),,警門贅婿2(限),,,警門贅婿2限,警門贅婿2限,,,,,,,寫書還債,寫書還債,,,,,,,河圖文化,,河圖文化,,,2025/7/30,2025/7/30,2025/7/30,,,180.0,180.0,,,文學小說-華文創作-小說,,,,,https://www.books.com.tw/products/E050291657,,,False,23
E253-06852,E253-04648,E253-06849,,E050291658,,,,,,,,,,,警門贅婿3(限)(電子書),,警門贅婿3(限) (電子書),,,警門贅婿3限電子書,警門贅婿3限電子書,,,,,,,寫書還債,寫書還債,,,,,,,河圖文化,河圖文化,河圖文化,,,2025/8/31,2025/8/31,2025/8/31,,,180.0,180.0,,,中文書 >  文學小說 > 華文創作 > 小說,,,,,https://www.books.com.tw/products/E050291658,,,False,23
E253-06853,E253-04649,E253-06850,,E050291659,,,,,,,,,,,警門贅婿4(限)(電子書),,警門贅婿4(限) (電子書),,,警門贅婿4限電子書,警門贅婿4限電子書,,,,,,,寫書還債,寫書還債,,,,,,,河圖文化,河圖文化,河圖文化,,,2025/8/31,2025/8/31,2025/8/31,,,180.0,180.0,,,中文書 >  文學小說 > 華文創作 > 小說,,,,,https://www.books.com.tw/products/E050291659,,,False,23
E253-06854,E253-05249,E253-06851,,E050295639,,,,,,,,,,,警門贅婿5(限)(電子書),,警門贅婿5(限) (電子書),,,警門贅婿5限電子書,警門贅婿5限電子書,,,,,,,寫書還債,寫書還債,,,,,,,河圖文化,河圖文化,河圖文化,,,2025/9/20,2025/9/20,2025/9/20,,,180.0,180.0,,,中文書 >  文學小說 > 華文創作 > 小說,,,,,https://www.books.com.tw/products/E050295639,,,False,23
E253-06855,E253-05250,E253-06852,,E050295640,,,,,,,,,,,警門贅婿6(限)(電子書),,警門贅婿6(限) (電子書),,,警門贅婿6限電子書,警門贅婿6限電子書,,,,,,,寫書還債,寫書還債,,,,,,,河圖文化,河圖文化,河圖文化,,,2025/9/20,2025/9/20,2025/9/20,,,180.0,180.0,,,中文書 >  文學小說 > 華文創作 > 小說,,,,,https://www.books.com.tw/products/E050295640,,,False,23
E253-06866 / E253-06865,E253-00408 / E253-06726,E253-06863 / E253-06862,,,EHEork2T9DCmJ7MPcIE2Xw,210400597000101.0,9786267600962,,9786267600962.0,9786267600962.0,9786267600962,,9786267600962.0,9786267600962.0,蘭徹斯特策略：小克大、弱勝強，打敗大你10倍對手的終極武器(三版),,,蘭徹斯特策略：小克大、弱勝強，打敗大你10倍對手的終極武器(三版),蘭徹斯特策略(三版)        ：小克大、弱勝強，打敗大你10倍對手的終極武器,蘭徹斯特策略小克大弱勝強打敗大你10倍對手的終極武器三版,,蘭徹斯特策略小克大弱勝強打敗大你10倍對手的終極武器三版,蘭徹斯特策略三版小克大弱勝強打敗大你10倍對手的終極武器,ランチェスター戦略,,,ランチェスター戦略,福永雅文,,福永雅文,福永雅文,江裕真,,,江裕真,讀書共和國出版集團,遠足文化事業股份有限公司（讀書共和國）,,讀書共和國出版集團,大牌出版,2025/7/23,2025/7/23,,2025/7/23,2025/7/23,273.0,,273.0,273.0,,企業與金融-管理與領導-領導能力,商業理財-領導管理,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/EHEork2T9DCmJ7MPcIE2Xw,https://readmoo.com/book/210400597000101,False,24
