NEW_TAICCA_ID,1106亦式ID,TAICCA_ID,未納入書目FIND,bookscom_production_id,kobo_production_id,readmoo_production_id,isbn,bookscom_isbn,kobo_isbn,readmoo_isbn,eisbn,bookscom_eisbn,kobo_eisbn,readmoo_eisbn,title,備註,bookscom_title,kobo_title,readmoo_title,processed_title,bookscom_processed_title,kobo_processed_title,readmoo_processed_title,original_title,bookscom_original_title,kobo_original_title,readmoo_original_title,author,bookscom_author,kobo_author,readmoo_author,translator,bookscom_translator,kobo_translator,readmoo_translator,publisher,Clean_publisher,bookscom_publisher,kobo_publisher,readmoo_publisher,min_publish_date,max_publish_date,bookscom_publish_date,kobo_publish_date,readmoo_publish_date,price,bookscom_original_price,kobo_original_price,readmoo_original_price,bookscom_category,kobo_category,readmoo_category,kobo_type_ebook,readmoo_type_ebook,bookscom_url,kobo_url,readmoo_url,FALSE,cluster
E253-06406 / E253-06405,E253-05658 / E253-01793,E253-06402,,,jyQ38zhMbDOR-heYTCGvug,210410545000101.0,9789570877649,,9789570877649.0,9789570877649.0,9789570877649,,9789570877649.0,9789570877649.0,樹冠羞避,,,樹冠羞避,樹冠羞避,樹冠羞避,,樹冠羞避,樹冠羞避,,,,,卓霈欣,,卓霈欣,卓霈欣,,,,,聯經出版,聯經出版事業股份有限公司,,聯經出版事業公司,聯經出版,2025/9/18,2025/9/18,,2025/9/18,2025/9/18,294.0,,294.0,294.0,,漫畫、圖畫小說和漫畫-文學,藝術設計-繪畫,EPUB 3 (Adobe DRM),固定版面 EPUB,,https://www.kobo.com/tw/zh/ebook/jyQ38zhMbDOR-heYTCGvug,https://readmoo.com/book/210410545000101,False,9
E253-06407,E253-05227,E253-06404,,E050290598,,,,,,,,,,,樹冠羞避(電子書),,樹冠羞避 (電子書),,,樹冠羞避電子書,樹冠羞避電子書,,,,,,,卓霈欣,卓霈欣,,,,,,,聯經出版公司,聯經出版事業股份有限公司,聯經出版公司,,,2025/9/18,2025/9/18,2025/9/18,,,294.0,294.0,,,中文書 >  生活風格 > 圖文書/繪本 > 華文圖文書/繪本,,,,,https://www.books.com.tw/products/E050290598,,,False,9
E253-12693,NEW1008,E253-10693,FIND_3437,E050275714,,,9786264350075,9786264350075.0,,,9786264350778,9786264350778.0,,,橡樹之下1,,橡樹之下1,,,橡樹之下1,橡樹之下1,,,상수리나무 아래1,상수리나무 아래1,,,Suji Kim,Suji Kim,,,,,,,台灣角川,,台灣角川,,,2025/7/25,2025/7/25,2025/7/25,,,285.0,285.0,,,輕小說-翻譯作品-戀愛故事,,,,,https://www.books.com.tw/products/E050275714,,,False,-1
E253-12694,NEW3272,E253-10694,FIND_3438,,,210400525000101.0,9786264350778,,,9786264350778.0,9786264350778,,,9786264350778.0,橡樹之下1（小說）,,,,橡樹之下1（小說）,橡樹之下1小說,,,橡樹之下1小說,,,,,Kim Suji,,,Kim Suji,,,,,台灣角川,,,,台灣角川,2025/7/25,2025/7/25,,,2025/7/25,285.0,,,285.0,,,輕小說-校園戀愛,,流動版面 EPUB,,,https://readmoo.com/book/210400525000101,False,-1
E253-06428 / E253-06427,E253-02106 / E253-05519,E253-06425 / E253-06424,,,FF9xGBf7aTCbe7voiOvmCA,210416633000101.0,9786267648551 / 9786267648452,,9786267648551.0,9786267648452.0,9786267648551,,9786267648551.0,9786267648551.0,獨角獸，炒作與泡沫：新科技熱門話題，是真商機還是假訊號？美日新加坡資歷超過45年，卡內基美隆博士教你如何識別、避開、與充分利用。,,,獨角獸，炒作與泡沫：新科技熱門話題，是真商機還是假訊號？美日新加坡資歷超過45年，卡內基美隆博士教你如何識別、避開、與充分利用。,獨角獸，炒作與泡沫        ：新科技熱門話題，是真商機還是假訊號？美日新加坡資歷超過45年，卡內基美隆博士教你如何識別、避開、與充分利用。,獨角獸炒作與泡沫新科技熱門話題是真商機還是假訊號美日新加坡資歷超過45年卡內基美隆博士教你如何識別避開與充分利用,,獨角獸炒作與泡沫新科技熱門話題是真商機還是假訊號美日新加坡資歷超過45年卡內基美隆博士教你如何識別避開與充分利用,獨角獸炒作與泡沫新科技熱門話題是真商機還是假訊號美日新加坡資歷超過45年卡內基美隆博士教你如何識別避開與充分利用,"Unicorns, Hype and Bubbles: A Guide to Spotting, Avoiding and Exploiting Investment Bubbles in Tech.",,"Unicorns, Hype and Bubbles: A Guide to Spotting, Avoiding and Exploiting Investment Bubbles in Tech.","Unicorns, Hype and Bubbles                        : A Guide to Spotting, Avoiding and Exploiting Investment Bubbles in Tech.","傑佛瑞．方克, Jeffrey Funk",,"傑佛瑞．方克, Jeffrey Funk",傑佛瑞．方克,,,,李宛蓉,大是文化,,,大是文化,大是文化,2025/9/25,2025/9/25,,2025/9/25,2025/9/25,381.0,,381.0,381.0,,企業與金融-經濟學-經濟發展,商業理財-趨勢現象,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/FF9xGBf7aTCbe7voiOvmCA,https://readmoo.com/book/210416633000101,False,-1
E253-06426,E253-05338,E253-06423,,E050292532,,,9786267648452,9786267648452.0,,,9786267648551,9786267648551.0,,,獨角獸，炒作與泡沫(電子書),,獨角獸，炒作與泡沫 (電子書),,,獨角獸炒作與泡沫電子書,獨角獸炒作與泡沫電子書,,,"Unicorns, Hype and Bubbles: A Guide to Spotting, Avoiding and Exploiting Investment Bubbles in Tech.","Unicorns, Hype and Bubbles: A Guide to Spotting, Avoiding and Exploiting Investment Bubbles in Tech.",,,傑佛瑞．方克,傑佛瑞．方克,,,李宛蓉,李宛蓉,,,大是文化,大是文化有限公司,大是文化,,,2025/9/25,2025/9/25,2025/9/25,,,560.0,560.0,,,中文書 >  商業理財 > 經濟／趨勢 > 觀念／趨勢,,,,,https://www.books.com.tw/products/E050292532,,,False,-1
E253-06446,E253-01877,E253-06443,,,2dKrB-UZkzqUEixtjY0deg,,9786267613801,,9786267613801.0,,9786267613801,,9786267613801.0,,褪黑激素神奇療癒力,,,褪黑激素神奇療癒力,,褪黑激素神奇療癒力,,褪黑激素神奇療癒力,,讓你有好睡眠、還可抗衰老、增強免疫力，降低癌症、糖尿病、心臟病、失智等疾病風險,,讓你有好睡眠、還可抗衰老、增強免疫力，降低癌症、糖尿病、心臟病、失智等疾病風險,,"羅素．瑞特, 喬．羅賓遜",,"羅素．瑞特, 喬．羅賓遜",,,,,,柿子文化,,,柿子文化,,2025/9/21,2025/9/21,,2025/9/21,,480.0,,480.0,,,非小說-健康與幸福-自助,,EPUB 3 (Adobe DRM),,,https://www.kobo.com/tw/zh/ebook/2dKrB-UZkzqUEixtjY0deg,,False,-1
E253-06447,E253-05593,E253-06444,,,,210411605000101.0,9786267613726,,,9786267613726.0,9786267613801,,,9786267613801.0,褪黑激素神奇療癒力：讓你有好睡眠、還可抗衰老、增強免疫力，降低癌症、糖尿病、心臟病、失智等疾病風險,,,,褪黑激素神奇療癒力        ：讓你有好睡眠、還可抗衰老、增強免疫力，降低癌症、糖尿病、心臟病、失智等疾病風險,褪黑激素神奇療癒力讓你有好睡眠還可抗衰老增強免疫力降低癌症糖尿病心臟病失智等疾病風險,,,褪黑激素神奇療癒力讓你有好睡眠還可抗衰老增強免疫力降低癌症糖尿病心臟病失智等疾病風險,Melatonin,,,Melatonin,羅素．瑞特,,,羅素．瑞特,李明芝,,,李明芝,柿子文化事業有限公司,柿子文化事業有限公司,,,柿子文化事業有限公司,2025/9/22,2025/9/22,,,2025/9/22,480.0,,,480.0,,,醫療保健-家庭醫學,,流動版面 EPUB,,,https://readmoo.com/book/210411605000101,False,-1
E253-06454,E253-00868,E253-06451,,,LfXknfL9-T6ajtQulrxKbw,,9786267735572,,9786267735572.0,,9786267735572,,9786267735572.0,,親愛的末期癌症：蔡康永真情推薦！低谷總裁的二十堂生命體悟課,,,親愛的末期癌症：蔡康永真情推薦！低谷總裁的二十堂生命體悟課,,親愛的末期癌症蔡康永真情推薦低谷總裁的二十堂生命體悟課,,親愛的末期癌症蔡康永真情推薦低谷總裁的二十堂生命體悟課,,,,,,王俊傑,,王俊傑,,,,,,春天出版集團,春天出版國際文化有限公司,,春天出版集團,,2025/8/13,2025/8/13,,2025/8/13,,260.0,,260.0,,,"非小說, 健康與幸福, 自助, 自我改善, 勵志",,EPUB 3 (Adobe DRM),,,https://www.kobo.com/tw/zh/ebook/LfXknfL9-T6ajtQulrxKbw,,False,-1
E253-06453,E253-03730,E253-06450,,E050283689,,,,,,,9786267735572,9786267735572.0,,,親愛的末期癌症(電子書),,親愛的末期癌症 (電子書),,,親愛的末期癌症電子書,親愛的末期癌症電子書,,,,,,,王俊傑,王俊傑,,,,,,,春天出版社,春天出版國際文化有限公司,春天出版社,,,2025/8/13,2025/8/13,2025/8/13,,,228.0,228.0,,,中文書 >  心理勵志 > 勵志故事/散文 > 真實人生故事,,,,,https://www.books.com.tw/products/E050283689,,,False,-1
E253-06462,E253-06820,E253-06459,,,,210399032000101.0,9786264201537,,,9786264201537.0,9786264201681,,,9786264201681.0,貓狗營養學：掌握毛小孩飲食營養需求，正確選擇食物、改善疾病症狀,,,,貓狗營養學        ：掌握毛小孩飲食營養需求， 正確選擇食物、改善疾病症狀,貓狗營養學掌握毛小孩飲食營養需求正確選擇食物改善疾病症狀,,,貓狗營養學掌握毛小孩飲食營養需求正確選擇食物改善疾病症狀,,,,,柯亞彤,,,柯亞彤,,,,,晨星出版有限公司,晨星出版有限公司,,,晨星出版有限公司,2025/7/15,2025/7/15,,,2025/7/15,294.0,,,294.0,,,"分類導覽, 生活風格, 寵物, 貓狗營養學",,固定版面 EPUB,,,https://readmoo.com/book/210399032000101,False,10
E253-06461,E253-02669,E253-06458,,E050274182,,,,,,,9786264201681,9786264201681.0,,,貓狗營養學(二版)：掌握毛小孩飲食營養需求，正確選擇食物、改善疾病症狀(電子書),,貓狗營養學(二版)：掌握毛小孩飲食營養需求， 正確選擇食物、改善疾病症狀 (電子書),,,貓狗營養學二版掌握毛小孩飲食營養需求正確選擇食物改善疾病症狀電子書,貓狗營養學二版掌握毛小孩飲食營養需求正確選擇食物改善疾病症狀電子書,,,,,,,柯亞彤,柯亞彤,,,,,,,晨星,晨星出版有限公司,晨星,,,2025/7/15,2025/7/15,2025/7/15,,,258.0,258.0,,,中文書 >  生活風格 > 寵物 > 貓,,,,,https://www.books.com.tw/products/E050274182,,,False,10
E253-06530,E253-03028,E253-06527,,E050276016,,210401695000101.0,9786267733165,9786267733165.0,,9786267733165.0,9786267733417,9786267733417.0,,9786267733417.0,鴨川食堂(1-3珍藏套書)【王蘊潔全新譯本x川貝母視覺新詮釋】(電子書),,鴨川食堂(1-3珍藏套書)【王蘊潔全新譯本x川貝母視覺新詮釋】 (電子書),,鴨川食堂(1-3珍藏套書)【王蘊潔全新譯本x川貝母視覺新詮釋】(電子書),鴨川食堂13珍藏套書王蘊潔全新譯本x川貝母視覺新詮釋電子書,鴨川食堂13珍藏套書王蘊潔全新譯本x川貝母視覺新詮釋電子書,,鴨川食堂13珍藏套書王蘊潔全新譯本x川貝母視覺新詮釋電子書,鴨川食堂、鴨川食堂おかわり、鴨川食堂いつもの,鴨川食堂、鴨川食堂おかわり、鴨川食堂いつもの,,【Readmoo獨家臺灣獨家作者專訪小誌+作者親簽+川貝母繪製鴨川食堂數位海報】,柏井壽,柏井壽,,柏井壽,王蘊潔,,,王蘊潔,晴好出版,晴好出版,晴好出版,,晴好出版,2025/7/30,2025/7/30,2025/7/30,,2025/7/30,1140.0,1140.0,,798.0,中文書 >  文學小說 > 溫馨/療癒小說,,文學小說-文學-日本文學,,流動版面 EPUB,https://www.books.com.tw/products/E050276016,,https://readmoo.com/book/210401695000101,False,11
E253-12744,NEW4154,E253-10744,FIND_3484,,,210399408000101.0,,,,,,,,,鴨川食堂（1-3珍藏套書/王蘊潔全新譯本）【試讀本】,,,,鴨川食堂（1-3珍藏套書/王蘊潔全新譯本）【試讀本】,鴨川食堂13珍藏套書王蘊潔全新譯本試讀本,,,鴨川食堂13珍藏套書王蘊潔全新譯本試讀本,,,,,柏井壽,,,柏井壽,王蘊潔,,,王蘊潔,晴好出版,,,,晴好出版,2025/7/14,2025/7/14,,,2025/7/14,,,,0.0,,,文學小說-文學-日本文學,,流動版面 EPUB,,,https://readmoo.com/book/210399408000101,False,11
E253-06568,E253-00579,E253-06565,,,ai-37-1,210400988000101.0,9786264310413,,9786264310413.0,9786264310413.0,9786264310413,,9786264310413.0,9786264310413.0,懂得駕馭AI的追問思維：日本思考訓練權威教你37道練習，洞察問題背後的「為什麼」，讓你贏得好結果,,,懂得駕馭AI的追問思維：日本思考訓練權威教你37道練習，洞察問題背後的「為什麼」，讓你贏得好結果,懂得駕馭AI的追問思維：日本思考訓練權威教你37道練習，洞察問題背後的「為什麼」，讓你贏得好結果,懂得駕馭ai的追問思維日本思考訓練權威教你37道練習洞察問題背後的為什麼讓你贏得好結果,,懂得駕馭AI的追問思維日本思考訓練權威教你37道練習洞察問題背後的為什麼讓你贏得好結果,懂得駕馭AI的追問思維日本思考訓練權威教你37道練習洞察問題背後的為什麼讓你贏得好結果,Ｗｈｙ型思考トレーニング 自分で考える力が飛躍的にアップする３７問,,Ｗｈｙ型思考トレーニング 自分で考える力が飛躍的にアップする３７問,日本思考訓練權威教你37道練習，洞察問題背後的「為什麼」，讓你贏得好結果,細谷功,,細谷功,細谷功,鍾嘉惠,,,鍾嘉惠,采實文化,采實文化事業股份有限公司,,采實文化,采實文化,2025/7/31,2025/7/31,,2025/7/31,2025/7/31,266.0,,226.0,266.0,,企業與金融-生涯規劃與求職-職業,商業理財-職場工作,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/ai-37-1,https://readmoo.com/book/210400988000101,False,12
E253-06569,E253-03093,E253-06566,,E050276126,,,,,,,,,,,懂得駕馭AI的追問思維：日本思考訓練權威教你37道練習，洞察問題背後的「為什麼」，讓你贏得好結果(電子書),,懂得駕馭AI的追問思維：日本思考訓練權威教你37道練習，洞察問題背後的「為什麼」，讓你贏得好結果 (電子書),,,懂得駕馭AI的追問思維日本思考訓練權威教你37道練習洞察問題背後的為什麼讓你贏得好結果電子書,懂得駕馭AI的追問思維日本思考訓練權威教你37道練習洞察問題背後的為什麼讓你贏得好結果電子書,,,,,,,細谷功,細谷功,,,鍾嘉惠,鍾嘉惠,,,采實文化,采實文化事業股份有限公司,采實文化,,,2025/7/31,2025/7/31,2025/7/31,,,380.0,380.0,,,中文書 >  商業理財 > 職場工作術 > 思考邏輯／決斷／創意,,,,,https://www.books.com.tw/products/E050276126,,,False,12
E253-06583,E253-00451,E253-06580,,,2SUD6nL-tDy8mQmOBKRBlg,,1230009232389,,1230009232389.0,,1230009232389,,1230009232389.0,,環球儷影(01),,,環球儷影(01),,環球儷影01,,環球儷影01,,重現跨時空裸影,,重現跨時空裸影,,青康武藏,,青康武藏,,,,,,卜十卞媒體工作室,,,卜十卞媒體工作室,,2025/7/26,2025/7/26,,2025/7/26,,183.0,,183.0,,,愛情-成人-情色攝影,,EPUB 3 (Adobe DRM),,,https://www.kobo.com/tw/zh/ebook/2SUD6nL-tDy8mQmOBKRBlg,,False,-1
E253-06584,E253-07033,E253-06581,,,,210401613000101.0,,,,,,,,,環球儷影(1)：重現跨時空裸影,,,,環球儷影 (1)        ：重現跨時空裸影,環球儷影1重現跨時空裸影,,,環球儷影1重現跨時空裸影,Global Lens,,,Global Lens,青康武藏,,,青康武藏,,,,,卜十卞媒體工作室,卜十卞媒體工作室,,,卜十卞媒體工作室,2025/7/1,2025/7/1,,,2025/7/1,200.0,,,200.0,,,"分類導覽, 寫真集, 人物畫集, 環球儷影 (1)",,固定版面 EPUB,,,https://readmoo.com/book/210401613000101,False,-1
E253-06607 / E253-06606,E253-00318 / E253-06773,E253-06604 / E253-06603,,,x-565,210400740000101.0,9786267672426,,9786267672426.0,9786267672426.0,9786267672426,,9786267672426.0,9786267672426.0,聲音【美國獨立出版獎最受喜愛傑出作品：認知學習X想像創意繪本】,,,聲音【美國獨立出版獎最受喜愛傑出作品：認知學習X想像創意繪本】,聲音        ：【美國獨立出版獎最受喜愛傑出作品：認知學習X想像創意繪本】,聲音美國獨立出版獎最受喜愛傑出作品認知學習x想像創意繪本,,聲音美國獨立出版獎最受喜愛傑出作品認知學習X想像創意繪本,聲音美國獨立出版獎最受喜愛傑出作品認知學習X想像創意繪本,Bir Ses,,Bir Ses,Bir Ses,"古爾夏‧葉門, Gülşah Yemen",,"古爾夏‧葉門, Gülşah Yemen",古爾夏‧葉門,王子沃,,,王子沃,城邦出版集團,城邦文化事業股份有限公司,,城邦出版集團,布克,2025/7/17,2025/7/17,,2025/7/17,2025/7/17,350.0,,350.0,350.0,,兒童-ABC、123-聲音,青少年與兒童-繪本,EPUB 3 (Adobe DRM),固定版面 EPUB,,https://www.kobo.com/tw/zh/ebook/x-565,https://readmoo.com/book/210400740000101,False,13
E253-06608,E253-02752,E253-06605,,E050276086,,,,,,,9786267672426,9786267672426.0,,,聲音【美國獨立出版獎最受喜愛傑出作品：認知學習X想像創意繪本】(電子書),,聲音【美國獨立出版獎最受喜愛傑出作品：認知學習X想像創意繪本】 (電子書),,,聲音美國獨立出版獎最受喜愛傑出作品認知學習X想像創意繪本電子書,聲音美國獨立出版獎最受喜愛傑出作品認知學習X想像創意繪本電子書,,,Bir Ses,Bir Ses,,,古爾夏‧葉門,古爾夏‧葉門,,,王子沃,王子沃,,,布克文化,布克文化出版事業部,布克文化,,,2025/7/17,2025/7/17,2025/7/17,,,231.0,231.0,,,中文書 >  童書/青少年文學 > 圖畫書 > 知識繪本,,,,,https://www.books.com.tw/products/E050276086,,,False,13
E253-06627,E253-06648,E253-06624,,,,210404873000101.0,9786267762004,,,9786267762004.0,9786267648940,,,9786267648940.0,賺錢生意，八成業績來自回頭客：我的「情感連結留客術」，不花錢培養回流客。健身房、美容美髮、餐飲、顧問諮詢……各行業都適用。,,,,賺錢生意，八成業績來自回頭客        ：我的「情感連結留客術」，不花錢培養回流客。健身房、美容美髮、餐飲、顧問諮詢……各行業都適用。,賺錢生意八成業績來自回頭客我的情感連結留客術不花錢培養回流客健身房美容美髮餐飲顧問諮詢各行業都適用,,,賺錢生意八成業績來自回頭客我的情感連結留客術不花錢培養回流客健身房美容美髮餐飲顧問諮詢各行業都適用,神・リピート集客術,,,神・リピート集客術,日野原大輔,,,日野原大輔,郭凡嘉,,,郭凡嘉,大是文化,大是文化有限公司,,,大是文化,2025/7/29,2025/7/29,,,2025/7/29,313.0,,,313.0,,,"分類導覽, 商業理財, 行銷企管, 賺錢生意，八成業績來自回頭客",,流動版面 EPUB,,,https://readmoo.com/book/210404873000101,False,-1
E253-06626,E253-02992,E253-06623,,E050275745,,210404873000101.0,9786267762004,,,9786267762004.0,9786267648940,,,9786267648940.0,賺錢生意，八成業績來自回頭客(電子書),,賺錢生意，八成業績來自回頭客 (電子書),,賺錢生意，八成業績來自回頭客        ：我的「情感連結留客術」，不花錢培養回流客。健身房、美容美髮、餐飲、顧問諮詢……各行業都適用。,賺錢生意八成業績來自回頭客電子書,賺錢生意八成業績來自回頭客電子書,,賺錢生意八成業績來自回頭客我的情感連結留客術不花錢培養回流客健身房美容美髮餐飲顧問諮詢各行業都適用,神・リピート集客術,,,神・リピート集客術,日野原大輔,日野原大輔,,日野原大輔,郭凡嘉,,,郭凡嘉,大是文化,大是文化有限公司,大是文化,,大是文化,2025/7/29,2025/7/29,2025/7/29,,2025/7/29,460.0,460.0,,313.0,中文書 >  商業理財 > 行銷/廣告/業務 > 行銷,,商業理財-行銷企管,,流動版面 EPUB,https://www.books.com.tw/products/E050275745,,https://readmoo.com/book/210404873000101,False,-1
E253-12770 / E253-12769,NEW1436 / NEW1021,E253-10770 / E253-10769,FIND_3508 / FIND_3507,E050283772,comic-2-3,,9786264303460 / 9786264301886,9786264301886.0,9786264303460.0,,9786264303460,9786264303460.0,9786264303460.0,,雖說是惡役千金，但攻略對象看起來也太異常＠COMIC(2),,雖說是惡役千金，但攻略對象看起來也太異常@COMIC(2),雖說是惡役千金，但攻略對象看起來也太異常＠COMIC(2),,雖說是惡役千金但攻略對象看起來也太異常COMIC2,雖說是惡役千金但攻略對象看起來也太異常COMIC2,雖說是惡役千金但攻略對象看起來也太異常COMIC2,,悪役令嬢ですが攻略対象の様子が異常すぎる＠COMIC,,悪役令嬢ですが攻略対象の様子が異常すぎる＠COMIC,,"宛, 稲井田そう, 八美☆わん","八美☆わん,宛,稲井田そう","宛, 稲井田そう, 八美☆わん",,,,,,,,長鴻出版社,,,2025/8/13,2025/8/13,2025/8/13,2025/8/13,,140.0,140.0,100.0,,漫畫/圖文書-戀愛故事-女性向,漫畫、圖畫小說和漫畫-連環漫畫-愛情,,EPUB 3 (Adobe DRM),,https://www.books.com.tw/products/E050283772,https://www.kobo.com/tw/zh/ebook/comic-2-3,,False,14
E253-20279,NEW3523,E253-20280,,,,210403876000101.0,9786264301886,,,9786264301886.0,9786264303460,,,9786264303460.0,雖說是惡役千金，但攻略對象看起來也太異常@COMIC(2),,,,雖說是惡役千金，但攻略對象看起來也太異常@COMIC(2),雖說是惡役千金但攻略對象看起來也太異常COMIC2,,,雖說是惡役千金但攻略對象看起來也太異常COMIC2,,,,,"八美☆わん,宛,稲井田そう",,,"八美☆わん,宛,稲井田そう",,,,,長鴻出版社,,,,長鴻出版社,2025/8/13,2025/8/13,,,2025/8/13,100.0,,,100.0,,,漫畫-科幻魔幻,,固定版面 EPUB,,,https://readmoo.com/book/210403876000101,False,14
E253-06646 / E253-06645,E253-05029 / E253-01597,E253-06643 / E253-06642,,E050292279,IfYxrMnagzC8DIctihRxPw,,（空白）/ 8969000033064,,8969000033064.0,,（空白）/ 8969000033064,,8969000033064.0,,點句成金(電子書),,點句成金 (電子書),點句成金,,點句成金電子書,點句成金電子書,點句成金,,,,繁體中文版,,子青,子青,子青,,,,,,博峰文化,博峰文化,博峰文化,博峰文化,,2025/9/8,2025/9/8,2025/9/8,2025/9/8,,210.0,210.0,210.0,,中文書 >  心理勵志 > 人際關係 > 說話/溝通,非小說-健康與幸福-自助,,EPUB 3 (Adobe DRM),,https://www.books.com.tw/products/E050292279,https://www.kobo.com/tw/zh/ebook/IfYxrMnagzC8DIctihRxPw,,False,15
E253-06647,E253-05030,E253-06644,,E050292277,,,9787516842867,9787516842867.0,,,,,,,點句成金(電子書),,點句成金 (電子書),,,點句成金電子書,點句成金電子書,,,,,,,子青,子青,,,,,,,博峰文化,博峰文化,博峰文化,,,2025/9/8,2025/9/8,2025/9/8,,,210.0,210.0,,,中文書 >  心理勵志 > 人際關係 > 說話/溝通,,,,,https://www.books.com.tw/products/E050292277,,,False,15
E253-06648,E253-00406,E253-06645,,,cxsV4MCxUj-M8mq8vNaahA,,1230009225848,,1230009225848.0,,1230009225848,,1230009225848.0,,點燃你的每一天,,,點燃你的每一天,,點燃你的每一天,,點燃你的每一天,,微選擇，重塑你的人生！,,微選擇，重塑你的人生！,,時忘言,,時忘言,,,,,,龍文化出版,龍文化出版,,龍文化出版,,2025/7/23,2025/7/23,,2025/7/23,,201.0,,201.0,,,"非小說, 健康與幸福, 心理學, 人際關係",,EPUB 3 (Adobe DRM),,,https://www.kobo.com/tw/zh/ebook/cxsV4MCxUj-M8mq8vNaahA,,False,-1
E253-06649,E253-06723,E253-06646,,,,210400867000101.0,,,,,,,,,點燃你的每一天：微選擇，重塑你的人生！,,,,點燃你的每一天        ：微選擇，重塑你的人生！,點燃你的每一天微選擇重塑你的人生,,,點燃你的每一天微選擇重塑你的人生,,,,,時忘言,,,時忘言,,,,,龍文化出版,龍文化出版,,,龍文化出版,2025/7/23,2025/7/23,,,2025/7/23,199.0,,,199.0,,,商業理財-成功法,,流動版面 EPUB,,,https://readmoo.com/book/210400867000101,False,-1
E253-06657,E253-02569,E253-06654,,E050272835,,,,,,,,,,,禮貌的力量：簡單作為，發揮最大影響力！驅動高效領導、打造理想生活的隱形策略(電子書),,禮貌的力量：簡單作為，發揮最大影響力!驅動高效領導、打造理想生活的隱形策略 (電子書),,,禮貌的力量簡單作為發揮最大影響力驅動高效領導打造理想生活的隱形策略電子書,禮貌的力量簡單作為發揮最大影響力驅動高效領導打造理想生活的隱形策略電子書,,,,,,,克莉絲汀．波拉斯,克莉絲汀．波拉斯,,,,,,,一起來出版,一起來出版,一起來出版,,,2025/7/9,2025/7/9,2025/7/9,,,430.0,430.0,,,中文書 >  商業理財 > 成功法 > 自我成長,,,,,https://www.books.com.tw/products/E050272835,,,False,16
E253-06656,E253-06885,E253-06653,,,,210398334000101.0,9786267577509,,,9786267577509.0,9786267577509,,,9786267577509.0,禮貌的力量（二版）：簡單作為，發揮最大影響力！驅動高效領導、打造理想生活的隱形策略,,,,禮貌的力量（二版）        ：簡單作為，發揮最大影響力！驅動高效領導、打造理想生活的隱形策略,禮貌的力量二版簡單作為發揮最大影響力驅動高效領導打造理想生活的隱形策略,,,禮貌的力量二版簡單作為發揮最大影響力驅動高效領導打造理想生活的隱形策略,Mastering Civility                        : A Manifesto for the Workplace,,,Mastering Civility                        : A Manifesto for the Workplace,克莉絲汀．波拉斯,,,克莉絲汀．波拉斯,朱家鴻,,,朱家鴻,一起來,一起來出版,,,一起來,2025/7/9,2025/7/9,,,2025/7/9,301.0,,,301.0,,,商業理財-成功法,,流動版面 EPUB,,,https://readmoo.com/book/210398334000101,False,16
E253-06675 / E253-06674,E253-01123 / E253-06146,E253-06672 / E253-06671,,,owFhJvVaSDCwUomXoiyWuw,210408405000101.0,9786264196260,,9786264196260.0,9786264196260.0,9786264196260,,9786264196260.0,9786264196260.0,翻轉人生的關鍵時刻：讓平凡變不凡，打造永生難忘的巔峰體驗,,,翻轉人生的關鍵時刻：讓平凡變不凡，打造永生難忘的巔峰體驗,翻轉人生的關鍵時刻        ：讓平凡變不凡，打造永生難忘的巔峰體驗,翻轉人生的關鍵時刻讓平凡變不凡打造永生難忘的巔峰體驗,,翻轉人生的關鍵時刻讓平凡變不凡打造永生難忘的巔峰體驗,翻轉人生的關鍵時刻讓平凡變不凡打造永生難忘的巔峰體驗,The Power of Moments：Why Certain Experiences Have Extraordinary Impact,,The Power of Moments：Why Certain Experiences Have Extraordinary Impact,The Power of Moments                        : Why Certain Experiences Have Extraordinary Impact,"奇普．希思, Chip Heath, 丹．希思, Dan Heath",,"奇普．希思, Chip Heath, 丹．希思, Dan Heath",奇普．希思(Chip Heath),,,,王敏雯,時報出版,時報文化出版企業股份有限公司,,時報出版,時報出版,2025/8/22,2025/8/26,,2025/8/22,2025/8/26,294.0,,294.0,294.0,,"非小說, 健康與幸福, 自助, 自我改善, 成功",商業理財-成功法,EPUB 3 (Adobe DRM),流動版面 EPUB,,https://www.kobo.com/tw/zh/ebook/owFhJvVaSDCwUomXoiyWuw,https://readmoo.com/book/210408405000101,False,17
E253-06676,E253-04407,E253-06673,,E050287882,,,,,,,,,,,翻轉人生的關鍵時刻：讓平凡變不凡，打造永生難忘的巔峰體驗(電子書),,翻轉人生的關鍵時刻：讓平凡變不凡，打造永生難忘的巔峰體驗 (電子書),,,翻轉人生的關鍵時刻讓平凡變不凡打造永生難忘的巔峰體驗電子書,翻轉人生的關鍵時刻讓平凡變不凡打造永生難忘的巔峰體驗電子書,,,,,,,"丹．希思,奇普．希思","丹．希思,奇普．希思",,,王敏雯,王敏雯,,,時報出版,時報文化出版企業股份有限公司,時報出版,,,2025/8/22,2025/8/22,2025/8/22,,,420.0,420.0,,,中文書 >  商業理財 > 成功法 > 自我成長,,,,,https://www.books.com.tw/products/E050287882,,,False,17
